image_id,filename,relative_path,orig_split,width,height,mode,dominant_class_id,class_name,waste_stream
3006,img_3006.png,data\DSWD\DSWD\Train\Image\img_3006.png,Train,448,448,RGB,0,Other,Other
301,img_301.png,data\DSWD\DSWD\Train\Image\img_301.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3018,img_3018.png,data\DSWD\DSWD\Train\Image\img_3018.png,Train,448,448,RGB,3,Thermocol,Plastic
3031,img_3031.png,data\DSWD\DSWD\Train\Image\img_3031.png,Train,448,448,RGB,3,Thermocol,Plastic
3045,img_3045.png,data\DSWD\DSWD\Train\Image\img_3045.png,Train,448,448,RGB,10,Plastic cup,Plastic
3046,img_3046.png,data\DSWD\DSWD\Train\Image\img_3046.png,Train,448,448,RGB,0,Other,Other
3048,img_3048.png,data\DSWD\DSWD\Train\Image\img_3048.png,Train,448,448,RGB,0,Other,Other
3051,img_3051.png,data\DSWD\DSWD\Train\Image\img_3051.png,Train,448,448,RGB,10,Plastic cup,Plastic
3066,img_3066.png,data\DSWD\DSWD\Train\Image\img_3066.png,Train,448,448,RGB,0,Other,Other
3073,img_3073.png,data\DSWD\DSWD\Train\Image\img_3073.png,Train,448,448,RGB,0,Other,Other
3081,img_3081.png,data\DSWD\DSWD\Train\Image\img_3081.png,Train,448,448,RGB,0,Other,Other
3090,img_3090.png,data\DSWD\DSWD\Train\Image\img_3090.png,Train,448,448,RGB,10,Plastic cup,Plastic
3100,img_3100.png,data\DSWD\DSWD\Train\Image\img_3100.png,Train,448,448,RGB,10,Plastic cup,Plastic
3111,img_3111.png,data\DSWD\DSWD\Train\Image\img_3111.png,Train,448,448,RGB,0,Other,Other
3123,img_3123.png,data\DSWD\DSWD\Train\Image\img_3123.png,Train,448,448,RGB,10,Plastic cup,Plastic
3136,img_3136.png,data\DSWD\DSWD\Train\Image\img_3136.png,Train,448,448,RGB,0,Other,Other
315,img_315.png,data\DSWD\DSWD\Train\Image\img_315.png,Train,448,448,RGB,3,Thermocol,Plastic
3150,img_3150.png,data\DSWD\DSWD\Train\Image\img_3150.png,Train,448,448,RGB,3,Thermocol,Plastic
3156,img_3156.png,data\DSWD\DSWD\Train\Image\img_3156.png,Train,448,448,RGB,3,Thermocol,Plastic
316,img_316.png,data\DSWD\DSWD\Train\Image\img_316.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3160,img_3160.png,data\DSWD\DSWD\Train\Image\img_3160.png,Train,448,448,RGB,3,Thermocol,Plastic
3165,img_3165.png,data\DSWD\DSWD\Train\Image\img_3165.png,Train,448,448,RGB,3,Thermocol,Plastic
3171,img_3171.png,data\DSWD\DSWD\Train\Image\img_3171.png,Train,448,448,RGB,3,Thermocol,Plastic
3178,img_3178.png,data\DSWD\DSWD\Train\Image\img_3178.png,Train,448,448,RGB,0,Other,Other
318,img_318.png,data\DSWD\DSWD\Train\Image\img_318.png,Train,448,448,RGB,3,Thermocol,Plastic
3186,img_3186.png,data\DSWD\DSWD\Train\Image\img_3186.png,Train,448,448,RGB,3,Thermocol,Plastic
3195,img_3195.png,data\DSWD\DSWD\Train\Image\img_3195.png,Train,448,448,RGB,3,Thermocol,Plastic
3205,img_3205.png,data\DSWD\DSWD\Train\Image\img_3205.png,Train,448,448,RGB,3,Thermocol,Plastic
321,img_321.png,data\DSWD\DSWD\Train\Image\img_321.png,Train,448,448,RGB,3,Thermocol,Plastic
3216,img_3216.png,data\DSWD\DSWD\Train\Image\img_3216.png,Train,448,448,RGB,0,Other,Other
325,img_325.png,data\DSWD\DSWD\Train\Image\img_325.png,Train,448,448,RGB,0,Other,Other
3255,img_3255.png,data\DSWD\DSWD\Train\Image\img_3255.png,Train,448,448,RGB,3,Thermocol,Plastic
3256,img_3256.png,data\DSWD\DSWD\Train\Image\img_3256.png,Train,448,448,RGB,3,Thermocol,Plastic
3258,img_3258.png,data\DSWD\DSWD\Train\Image\img_3258.png,Train,448,448,RGB,3,Thermocol,Plastic
3261,img_3261.png,data\DSWD\DSWD\Train\Image\img_3261.png,Train,448,448,RGB,3,Thermocol,Plastic
3265,img_3265.png,data\DSWD\DSWD\Train\Image\img_3265.png,Train,448,448,RGB,8,Plastic,Plastic
3270,img_3270.png,data\DSWD\DSWD\Train\Image\img_3270.png,Train,448,448,RGB,3,Thermocol,Plastic
3276,img_3276.png,data\DSWD\DSWD\Train\Image\img_3276.png,Train,448,448,RGB,3,Thermocol,Plastic
3283,img_3283.png,data\DSWD\DSWD\Train\Image\img_3283.png,Train,448,448,RGB,3,Thermocol,Plastic
3291,img_3291.png,data\DSWD\DSWD\Train\Image\img_3291.png,Train,448,448,RGB,3,Thermocol,Plastic
3321,img_3321.png,data\DSWD\DSWD\Train\Image\img_3321.png,Train,448,448,RGB,3,Thermocol,Plastic
3333,img_3333.png,data\DSWD\DSWD\Train\Image\img_3333.png,Train,448,448,RGB,3,Thermocol,Plastic
3346,img_3346.png,data\DSWD\DSWD\Train\Image\img_3346.png,Train,448,448,RGB,3,Thermocol,Plastic
3360,img_3360.png,data\DSWD\DSWD\Train\Image\img_3360.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3361,img_3361.png,data\DSWD\DSWD\Train\Image\img_3361.png,Train,448,448,RGB,3,Thermocol,Plastic
3363,img_3363.png,data\DSWD\DSWD\Train\Image\img_3363.png,Train,448,448,RGB,12,Aluminium foil,Metal
3366,img_3366.png,data\DSWD\DSWD\Train\Image\img_3366.png,Train,448,448,RGB,3,Thermocol,Plastic
3370,img_3370.png,data\DSWD\DSWD\Train\Image\img_3370.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3375,img_3375.png,data\DSWD\DSWD\Train\Image\img_3375.png,Train,448,448,RGB,3,Thermocol,Plastic
3396,img_3396.png,data\DSWD\DSWD\Train\Image\img_3396.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3405,img_3405.png,data\DSWD\DSWD\Train\Image\img_3405.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3415,img_3415.png,data\DSWD\DSWD\Train\Image\img_3415.png,Train,448,448,RGB,6,Glass,Glass
3426,img_3426.png,data\DSWD\DSWD\Train\Image\img_3426.png,Train,448,448,RGB,3,Thermocol,Plastic
343,img_343.png,data\DSWD\DSWD\Train\Image\img_343.png,Train,448,448,RGB,0,Other,Other
3438,img_3438.png,data\DSWD\DSWD\Train\Image\img_3438.png,Train,448,448,RGB,3,Thermocol,Plastic
3451,img_3451.png,data\DSWD\DSWD\Train\Image\img_3451.png,Train,448,448,RGB,12,Aluminium foil,Metal
3465,img_3465.png,data\DSWD\DSWD\Train\Image\img_3465.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3466,img_3466.png,data\DSWD\DSWD\Train\Image\img_3466.png,Train,448,448,RGB,3,Thermocol,Plastic
3468,img_3468.png,data\DSWD\DSWD\Train\Image\img_3468.png,Train,448,448,RGB,0,Other,Other
3480,img_3480.png,data\DSWD\DSWD\Train\Image\img_3480.png,Train,448,448,RGB,0,Other,Other
3486,img_3486.png,data\DSWD\DSWD\Train\Image\img_3486.png,Train,448,448,RGB,3,Thermocol,Plastic
3493,img_3493.png,data\DSWD\DSWD\Train\Image\img_3493.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3501,img_3501.png,data\DSWD\DSWD\Train\Image\img_3501.png,Train,448,448,RGB,0,Other,Other
351,img_351.png,data\DSWD\DSWD\Train\Image\img_351.png,Train,448,448,RGB,0,Other,Other
3510,img_3510.png,data\DSWD\DSWD\Train\Image\img_3510.png,Train,448,448,RGB,0,Other,Other
3520,img_3520.png,data\DSWD\DSWD\Train\Image\img_3520.png,Train,448,448,RGB,0,Other,Other
3531,img_3531.png,data\DSWD\DSWD\Train\Image\img_3531.png,Train,448,448,RGB,0,Other,Other
3543,img_3543.png,data\DSWD\DSWD\Train\Image\img_3543.png,Train,448,448,RGB,3,Thermocol,Plastic
3556,img_3556.png,data\DSWD\DSWD\Train\Image\img_3556.png,Train,448,448,RGB,0,Other,Other
3573,img_3573.png,data\DSWD\DSWD\Train\Image\img_3573.png,Train,448,448,RGB,3,Thermocol,Plastic
3576,img_3576.png,data\DSWD\DSWD\Train\Image\img_3576.png,Train,448,448,RGB,3,Thermocol,Plastic
3580,img_3580.png,data\DSWD\DSWD\Train\Image\img_3580.png,Train,448,448,RGB,3,Thermocol,Plastic
3585,img_3585.png,data\DSWD\DSWD\Train\Image\img_3585.png,Train,448,448,RGB,3,Thermocol,Plastic
3591,img_3591.png,data\DSWD\DSWD\Train\Image\img_3591.png,Train,448,448,RGB,3,Thermocol,Plastic
3598,img_3598.png,data\DSWD\DSWD\Train\Image\img_3598.png,Train,448,448,RGB,4,Metal bottle,Metal
36,img_36.png,data\DSWD\DSWD\Train\Image\img_36.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
360,img_360.png,data\DSWD\DSWD\Train\Image\img_360.png,Train,448,448,RGB,3,Thermocol,Plastic
3606,img_3606.png,data\DSWD\DSWD\Train\Image\img_3606.png,Train,448,448,RGB,3,Thermocol,Plastic
3615,img_3615.png,data\DSWD\DSWD\Train\Image\img_3615.png,Train,448,448,RGB,3,Thermocol,Plastic
3625,img_3625.png,data\DSWD\DSWD\Train\Image\img_3625.png,Train,448,448,RGB,3,Thermocol,Plastic
3661,img_3661.png,data\DSWD\DSWD\Train\Image\img_3661.png,Train,448,448,RGB,3,Thermocol,Plastic
3675,img_3675.png,data\DSWD\DSWD\Train\Image\img_3675.png,Train,448,448,RGB,0,Other,Other
3676,img_3676.png,data\DSWD\DSWD\Train\Image\img_3676.png,Train,448,448,RGB,9,Paper,Paper
3678,img_3678.png,data\DSWD\DSWD\Train\Image\img_3678.png,Train,448,448,RGB,0,Other,Other
3681,img_3681.png,data\DSWD\DSWD\Train\Image\img_3681.png,Train,448,448,RGB,9,Paper,Paper
3685,img_3685.png,data\DSWD\DSWD\Train\Image\img_3685.png,Train,448,448,RGB,0,Other,Other
3690,img_3690.png,data\DSWD\DSWD\Train\Image\img_3690.png,Train,448,448,RGB,9,Paper,Paper
3696,img_3696.png,data\DSWD\DSWD\Train\Image\img_3696.png,Train,448,448,RGB,0,Other,Other
370,img_370.png,data\DSWD\DSWD\Train\Image\img_370.png,Train,448,448,RGB,3,Thermocol,Plastic
3703,img_3703.png,data\DSWD\DSWD\Train\Image\img_3703.png,Train,448,448,RGB,0,Other,Other
3730,img_3730.png,data\DSWD\DSWD\Train\Image\img_3730.png,Train,448,448,RGB,0,Other,Other
3741,img_3741.png,data\DSWD\DSWD\Train\Image\img_3741.png,Train,448,448,RGB,9,Paper,Paper
3753,img_3753.png,data\DSWD\DSWD\Train\Image\img_3753.png,Train,448,448,RGB,0,Other,Other
3766,img_3766.png,data\DSWD\DSWD\Train\Image\img_3766.png,Train,448,448,RGB,9,Paper,Paper
3780,img_3780.png,data\DSWD\DSWD\Train\Image\img_3780.png,Train,448,448,RGB,0,Other,Other
3781,img_3781.png,data\DSWD\DSWD\Train\Image\img_3781.png,Train,448,448,RGB,0,Other,Other
3783,img_3783.png,data\DSWD\DSWD\Train\Image\img_3783.png,Train,448,448,RGB,0,Other,Other
3786,img_3786.png,data\DSWD\DSWD\Train\Image\img_3786.png,Train,448,448,RGB,0,Other,Other
3790,img_3790.png,data\DSWD\DSWD\Train\Image\img_3790.png,Train,448,448,RGB,0,Other,Other
3808,img_3808.png,data\DSWD\DSWD\Train\Image\img_3808.png,Train,448,448,RGB,0,Other,Other
381,img_381.png,data\DSWD\DSWD\Train\Image\img_381.png,Train,448,448,RGB,0,Other,Other
3816,img_3816.png,data\DSWD\DSWD\Train\Image\img_3816.png,Train,448,448,RGB,0,Other,Other
3825,img_3825.png,data\DSWD\DSWD\Train\Image\img_3825.png,Train,448,448,RGB,0,Other,Other
3835,img_3835.png,data\DSWD\DSWD\Train\Image\img_3835.png,Train,448,448,RGB,0,Other,Other
3846,img_3846.png,data\DSWD\DSWD\Train\Image\img_3846.png,Train,448,448,RGB,0,Other,Other
3858,img_3858.png,data\DSWD\DSWD\Train\Image\img_3858.png,Train,448,448,RGB,0,Other,Other
3871,img_3871.png,data\DSWD\DSWD\Train\Image\img_3871.png,Train,448,448,RGB,0,Other,Other
3885,img_3885.png,data\DSWD\DSWD\Train\Image\img_3885.png,Train,448,448,RGB,0,Other,Other
3886,img_3886.png,data\DSWD\DSWD\Train\Image\img_3886.png,Train,448,448,RGB,3,Thermocol,Plastic
3895,img_3895.png,data\DSWD\DSWD\Train\Image\img_3895.png,Train,448,448,RGB,3,Thermocol,Plastic
3900,img_3900.png,data\DSWD\DSWD\Train\Image\img_3900.png,Train,448,448,RGB,3,Thermocol,Plastic
3906,img_3906.png,data\DSWD\DSWD\Train\Image\img_3906.png,Train,448,448,RGB,0,Other,Other
3913,img_3913.png,data\DSWD\DSWD\Train\Image\img_3913.png,Train,448,448,RGB,0,Other,Other
3921,img_3921.png,data\DSWD\DSWD\Train\Image\img_3921.png,Train,448,448,RGB,0,Other,Other
393,img_393.png,data\DSWD\DSWD\Train\Image\img_393.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
3930,img_3930.png,data\DSWD\DSWD\Train\Image\img_3930.png,Train,448,448,RGB,0,Other,Other
3940,img_3940.png,data\DSWD\DSWD\Train\Image\img_3940.png,Train,448,448,RGB,8,Plastic,Plastic
3951,img_3951.png,data\DSWD\DSWD\Train\Image\img_3951.png,Train,448,448,RGB,3,Thermocol,Plastic
3963,img_3963.png,data\DSWD\DSWD\Train\Image\img_3963.png,Train,448,448,RGB,0,Other,Other
3991,img_3991.png,data\DSWD\DSWD\Train\Image\img_3991.png,Train,448,448,RGB,3,Thermocol,Plastic
3993,img_3993.png,data\DSWD\DSWD\Train\Image\img_3993.png,Train,448,448,RGB,3,Thermocol,Plastic
3996,img_3996.png,data\DSWD\DSWD\Train\Image\img_3996.png,Train,448,448,RGB,0,Other,Other
4000,img_4000.png,data\DSWD\DSWD\Train\Image\img_4000.png,Train,448,448,RGB,0,Other,Other
4005,img_4005.png,data\DSWD\DSWD\Train\Image\img_4005.png,Train,448,448,RGB,0,Other,Other
4011,img_4011.png,data\DSWD\DSWD\Train\Image\img_4011.png,Train,448,448,RGB,0,Other,Other
4018,img_4018.png,data\DSWD\DSWD\Train\Image\img_4018.png,Train,448,448,RGB,3,Thermocol,Plastic
4026,img_4026.png,data\DSWD\DSWD\Train\Image\img_4026.png,Train,448,448,RGB,0,Other,Other
4035,img_4035.png,data\DSWD\DSWD\Train\Image\img_4035.png,Train,448,448,RGB,3,Thermocol,Plastic
406,img_406.png,data\DSWD\DSWD\Train\Image\img_406.png,Train,448,448,RGB,0,Other,Other
4068,img_4068.png,data\DSWD\DSWD\Train\Image\img_4068.png,Train,448,448,RGB,0,Other,Other
4081,img_4081.png,data\DSWD\DSWD\Train\Image\img_4081.png,Train,448,448,RGB,0,Other,Other
4095,img_4095.png,data\DSWD\DSWD\Train\Image\img_4095.png,Train,448,448,RGB,12,Aluminium foil,Metal
4096,img_4096.png,data\DSWD\DSWD\Train\Image\img_4096.png,Train,448,448,RGB,12,Aluminium foil,Metal
4098,img_4098.png,data\DSWD\DSWD\Train\Image\img_4098.png,Train,448,448,RGB,12,Aluminium foil,Metal
4101,img_4101.png,data\DSWD\DSWD\Train\Image\img_4101.png,Train,448,448,RGB,3,Thermocol,Plastic
4105,img_4105.png,data\DSWD\DSWD\Train\Image\img_4105.png,Train,448,448,RGB,12,Aluminium foil,Metal
4110,img_4110.png,data\DSWD\DSWD\Train\Image\img_4110.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4116,img_4116.png,data\DSWD\DSWD\Train\Image\img_4116.png,Train,448,448,RGB,3,Thermocol,Plastic
4140,img_4140.png,data\DSWD\DSWD\Train\Image\img_4140.png,Train,448,448,RGB,12,Aluminium foil,Metal
4150,img_4150.png,data\DSWD\DSWD\Train\Image\img_4150.png,Train,448,448,RGB,3,Thermocol,Plastic
4161,img_4161.png,data\DSWD\DSWD\Train\Image\img_4161.png,Train,448,448,RGB,12,Aluminium foil,Metal
4173,img_4173.png,data\DSWD\DSWD\Train\Image\img_4173.png,Train,448,448,RGB,12,Aluminium foil,Metal
4186,img_4186.png,data\DSWD\DSWD\Train\Image\img_4186.png,Train,448,448,RGB,3,Thermocol,Plastic
420,img_420.png,data\DSWD\DSWD\Train\Image\img_420.png,Train,448,448,RGB,0,Other,Other
4200,img_4200.png,data\DSWD\DSWD\Train\Image\img_4200.png,Train,448,448,RGB,3,Thermocol,Plastic
4201,img_4201.png,data\DSWD\DSWD\Train\Image\img_4201.png,Train,448,448,RGB,3,Thermocol,Plastic
4203,img_4203.png,data\DSWD\DSWD\Train\Image\img_4203.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4206,img_4206.png,data\DSWD\DSWD\Train\Image\img_4206.png,Train,448,448,RGB,3,Thermocol,Plastic
421,img_421.png,data\DSWD\DSWD\Train\Image\img_421.png,Train,448,448,RGB,0,Other,Other
4221,img_4221.png,data\DSWD\DSWD\Train\Image\img_4221.png,Train,448,448,RGB,3,Thermocol,Plastic
4228,img_4228.png,data\DSWD\DSWD\Train\Image\img_4228.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4236,img_4236.png,data\DSWD\DSWD\Train\Image\img_4236.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4245,img_4245.png,data\DSWD\DSWD\Train\Image\img_4245.png,Train,448,448,RGB,3,Thermocol,Plastic
4255,img_4255.png,data\DSWD\DSWD\Train\Image\img_4255.png,Train,448,448,RGB,3,Thermocol,Plastic
4266,img_4266.png,data\DSWD\DSWD\Train\Image\img_4266.png,Train,448,448,RGB,3,Thermocol,Plastic
4278,img_4278.png,data\DSWD\DSWD\Train\Image\img_4278.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4291,img_4291.png,data\DSWD\DSWD\Train\Image\img_4291.png,Train,448,448,RGB,3,Thermocol,Plastic
430,img_430.png,data\DSWD\DSWD\Train\Image\img_430.png,Train,448,448,RGB,0,Other,Other
4305,img_4305.png,data\DSWD\DSWD\Train\Image\img_4305.png,Train,448,448,RGB,0,Other,Other
4311,img_4311.png,data\DSWD\DSWD\Train\Image\img_4311.png,Train,448,448,RGB,0,Other,Other
4315,img_4315.png,data\DSWD\DSWD\Train\Image\img_4315.png,Train,448,448,RGB,0,Other,Other
4320,img_4320.png,data\DSWD\DSWD\Train\Image\img_4320.png,Train,448,448,RGB,0,Other,Other
4326,img_4326.png,data\DSWD\DSWD\Train\Image\img_4326.png,Train,448,448,RGB,0,Other,Other
4333,img_4333.png,data\DSWD\DSWD\Train\Image\img_4333.png,Train,448,448,RGB,0,Other,Other
4341,img_4341.png,data\DSWD\DSWD\Train\Image\img_4341.png,Train,448,448,RGB,0,Other,Other
435,img_435.png,data\DSWD\DSWD\Train\Image\img_435.png,Train,448,448,RGB,0,Other,Other
4350,img_4350.png,data\DSWD\DSWD\Train\Image\img_4350.png,Train,448,448,RGB,0,Other,Other
4360,img_4360.png,data\DSWD\DSWD\Train\Image\img_4360.png,Train,448,448,RGB,0,Other,Other
4371,img_4371.png,data\DSWD\DSWD\Train\Image\img_4371.png,Train,448,448,RGB,0,Other,Other
441,img_441.png,data\DSWD\DSWD\Train\Image\img_441.png,Train,448,448,RGB,0,Other,Other
4410,img_4410.png,data\DSWD\DSWD\Train\Image\img_4410.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4411,img_4411.png,data\DSWD\DSWD\Train\Image\img_4411.png,Train,448,448,RGB,0,Other,Other
4413,img_4413.png,data\DSWD\DSWD\Train\Image\img_4413.png,Train,448,448,RGB,0,Other,Other
4416,img_4416.png,data\DSWD\DSWD\Train\Image\img_4416.png,Train,448,448,RGB,0,Other,Other
4420,img_4420.png,data\DSWD\DSWD\Train\Image\img_4420.png,Train,448,448,RGB,8,Plastic,Plastic
4425,img_4425.png,data\DSWD\DSWD\Train\Image\img_4425.png,Train,448,448,RGB,0,Other,Other
4431,img_4431.png,data\DSWD\DSWD\Train\Image\img_4431.png,Train,448,448,RGB,0,Other,Other
4438,img_4438.png,data\DSWD\DSWD\Train\Image\img_4438.png,Train,448,448,RGB,0,Other,Other
4446,img_4446.png,data\DSWD\DSWD\Train\Image\img_4446.png,Train,448,448,RGB,8,Plastic,Plastic
4476,img_4476.png,data\DSWD\DSWD\Train\Image\img_4476.png,Train,448,448,RGB,0,Other,Other
448,img_448.png,data\DSWD\DSWD\Train\Image\img_448.png,Train,448,448,RGB,0,Other,Other
4488,img_4488.png,data\DSWD\DSWD\Train\Image\img_4488.png,Train,448,448,RGB,0,Other,Other
45,img_45.png,data\DSWD\DSWD\Train\Image\img_45.png,Train,448,448,RGB,0,Other,Other
4501,img_4501.png,data\DSWD\DSWD\Train\Image\img_4501.png,Train,448,448,RGB,8,Plastic,Plastic
4515,img_4515.png,data\DSWD\DSWD\Train\Image\img_4515.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4516,img_4516.png,data\DSWD\DSWD\Train\Image\img_4516.png,Train,448,448,RGB,3,Thermocol,Plastic
4518,img_4518.png,data\DSWD\DSWD\Train\Image\img_4518.png,Train,448,448,RGB,3,Thermocol,Plastic
4521,img_4521.png,data\DSWD\DSWD\Train\Image\img_4521.png,Train,448,448,RGB,3,Thermocol,Plastic
4525,img_4525.png,data\DSWD\DSWD\Train\Image\img_4525.png,Train,448,448,RGB,3,Thermocol,Plastic
4530,img_4530.png,data\DSWD\DSWD\Train\Image\img_4530.png,Train,448,448,RGB,3,Thermocol,Plastic
4551,img_4551.png,data\DSWD\DSWD\Train\Image\img_4551.png,Train,448,448,RGB,3,Thermocol,Plastic
456,img_456.png,data\DSWD\DSWD\Train\Image\img_456.png,Train,448,448,RGB,0,Other,Other
4560,img_4560.png,data\DSWD\DSWD\Train\Image\img_4560.png,Train,448,448,RGB,3,Thermocol,Plastic
4570,img_4570.png,data\DSWD\DSWD\Train\Image\img_4570.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4581,img_4581.png,data\DSWD\DSWD\Train\Image\img_4581.png,Train,448,448,RGB,3,Thermocol,Plastic
4593,img_4593.png,data\DSWD\DSWD\Train\Image\img_4593.png,Train,448,448,RGB,3,Thermocol,Plastic
4606,img_4606.png,data\DSWD\DSWD\Train\Image\img_4606.png,Train,448,448,RGB,3,Thermocol,Plastic
4620,img_4620.png,data\DSWD\DSWD\Train\Image\img_4620.png,Train,448,448,RGB,12,Aluminium foil,Metal
4621,img_4621.png,data\DSWD\DSWD\Train\Image\img_4621.png,Train,448,448,RGB,3,Thermocol,Plastic
4623,img_4623.png,data\DSWD\DSWD\Train\Image\img_4623.png,Train,448,448,RGB,12,Aluminium foil,Metal
4635,img_4635.png,data\DSWD\DSWD\Train\Image\img_4635.png,Train,448,448,RGB,3,Thermocol,Plastic
4641,img_4641.png,data\DSWD\DSWD\Train\Image\img_4641.png,Train,448,448,RGB,3,Thermocol,Plastic
4648,img_4648.png,data\DSWD\DSWD\Train\Image\img_4648.png,Train,448,448,RGB,3,Thermocol,Plastic
465,img_465.png,data\DSWD\DSWD\Train\Image\img_465.png,Train,448,448,RGB,0,Other,Other
4656,img_4656.png,data\DSWD\DSWD\Train\Image\img_4656.png,Train,448,448,RGB,0,Other,Other
4665,img_4665.png,data\DSWD\DSWD\Train\Image\img_4665.png,Train,448,448,RGB,3,Thermocol,Plastic
4675,img_4675.png,data\DSWD\DSWD\Train\Image\img_4675.png,Train,448,448,RGB,12,Aluminium foil,Metal
4686,img_4686.png,data\DSWD\DSWD\Train\Image\img_4686.png,Train,448,448,RGB,3,Thermocol,Plastic
4698,img_4698.png,data\DSWD\DSWD\Train\Image\img_4698.png,Train,448,448,RGB,3,Thermocol,Plastic
4711,img_4711.png,data\DSWD\DSWD\Train\Image\img_4711.png,Train,448,448,RGB,12,Aluminium foil,Metal
4728,img_4728.png,data\DSWD\DSWD\Train\Image\img_4728.png,Train,448,448,RGB,3,Thermocol,Plastic
4731,img_4731.png,data\DSWD\DSWD\Train\Image\img_4731.png,Train,448,448,RGB,3,Thermocol,Plastic
4735,img_4735.png,data\DSWD\DSWD\Train\Image\img_4735.png,Train,448,448,RGB,3,Thermocol,Plastic
4740,img_4740.png,data\DSWD\DSWD\Train\Image\img_4740.png,Train,448,448,RGB,0,Other,Other
4746,img_4746.png,data\DSWD\DSWD\Train\Image\img_4746.png,Train,448,448,RGB,3,Thermocol,Plastic
475,img_475.png,data\DSWD\DSWD\Train\Image\img_475.png,Train,448,448,RGB,0,Other,Other
4753,img_4753.png,data\DSWD\DSWD\Train\Image\img_4753.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4761,img_4761.png,data\DSWD\DSWD\Train\Image\img_4761.png,Train,448,448,RGB,3,Thermocol,Plastic
4770,img_4770.png,data\DSWD\DSWD\Train\Image\img_4770.png,Train,448,448,RGB,3,Thermocol,Plastic
4780,img_4780.png,data\DSWD\DSWD\Train\Image\img_4780.png,Train,448,448,RGB,3,Thermocol,Plastic
4816,img_4816.png,data\DSWD\DSWD\Train\Image\img_4816.png,Train,448,448,RGB,3,Thermocol,Plastic
4830,img_4830.png,data\DSWD\DSWD\Train\Image\img_4830.png,Train,448,448,RGB,0,Other,Other
4831,img_4831.png,data\DSWD\DSWD\Train\Image\img_4831.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4833,img_4833.png,data\DSWD\DSWD\Train\Image\img_4833.png,Train,448,448,RGB,3,Thermocol,Plastic
4836,img_4836.png,data\DSWD\DSWD\Train\Image\img_4836.png,Train,448,448,RGB,3,Thermocol,Plastic
4840,img_4840.png,data\DSWD\DSWD\Train\Image\img_4840.png,Train,448,448,RGB,10,Plastic cup,Plastic
4845,img_4845.png,data\DSWD\DSWD\Train\Image\img_4845.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4851,img_4851.png,data\DSWD\DSWD\Train\Image\img_4851.png,Train,448,448,RGB,3,Thermocol,Plastic
4858,img_4858.png,data\DSWD\DSWD\Train\Image\img_4858.png,Train,448,448,RGB,3,Thermocol,Plastic
486,img_486.png,data\DSWD\DSWD\Train\Image\img_486.png,Train,448,448,RGB,0,Other,Other
4885,img_4885.png,data\DSWD\DSWD\Train\Image\img_4885.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4896,img_4896.png,data\DSWD\DSWD\Train\Image\img_4896.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4908,img_4908.png,data\DSWD\DSWD\Train\Image\img_4908.png,Train,448,448,RGB,3,Thermocol,Plastic
4921,img_4921.png,data\DSWD\DSWD\Train\Image\img_4921.png,Train,448,448,RGB,5,Plastic cardboard,Plastic
4935,img_4935.png,data\DSWD\DSWD\Train\Image\img_4935.png,Train,448,448,RGB,3,Thermocol,Plastic
4936,img_4936.png,data\DSWD\DSWD\Train\Image\img_4936.png,Train,448,448,RGB,3,Thermocol,Plastic
4938,img_4938.png,data\DSWD\DSWD\Train\Image\img_4938.png,Train,448,448,RGB,3,Thermocol,Plastic
4941,img_4941.png,data\DSWD\DSWD\Train\Image\img_4941.png,Train,448,448,RGB,9,Paper,Paper
4945,img_4945.png,data\DSWD\DSWD\Train\Image\img_4945.png,Train,448,448,RGB,3,Thermocol,Plastic
4963,img_4963.png,data\DSWD\DSWD\Train\Image\img_4963.png,Train,448,448,RGB,3,Thermocol,Plastic
4971,img_4971.png,data\DSWD\DSWD\Train\Image\img_4971.png,Train,448,448,RGB,0,Other,Other
498,img_498.png,data\DSWD\DSWD\Train\Image\img_498.png,Train,448,448,RGB,3,Thermocol,Plastic
4980,img_4980.png,data\DSWD\DSWD\Train\Image\img_4980.png,Train,448,448,RGB,3,Thermocol,Plastic
4990,img_4990.png,data\DSWD\DSWD\Train\Image\img_4990.png,Train,448,448,RGB,3,Thermocol,Plastic
