record_id,date,zone_id,zone_name,total_waste_kg,organic_waste_kg,plastic_waste_kg,paper_waste_kg,metal_waste_kg,glass_waste_kg,other_waste_kg,number_of_active_bins,average_bin_fill_percentage,overflow_count,collection_count,population_density,commercial_density,market_activity_level,holiday_flag,festival_flag,event_activity_level,rainfall_mm,temperature_c,avg_daily_generation_kg_14d,split
AMD-ZW-001032,2025-10-02,AMD-Z-09,Chandkheda,2119.4,1001.35,402.06,296.13,52.84,58.55,308.47,18,41.2,0,16,22700,48,2.03,1,1,3,0.0,33.3,1945.0,train
AMD-ZW-001033,2025-10-02,AMD-Z-10,Motera,2135.93,1019.51,360.25,289.11,69.15,47.2,350.7,17,49.53,1,15,21300,52,2.04,1,1,3,0.0,33.3,1888.99,train
AMD-ZW-001034,2025-10-02,AMD-Z-11,Maninagar,22111.58,16205.26,1965.5,1226.72,581.3,558.02,1574.77,23,72.81,21,36,35200,82,4.59,1,1,4,0.0,33.3,16071.66,train
AMD-ZW-001035,2025-10-02,AMD-Z-12,Paldi,2254.39,1135.65,374.9,265.96,51.55,56.95,369.37,17,51.67,1,19,26400,56,2.04,1,1,3,0.0,33.3,2035.39,train
AMD-ZW-001036,2025-10-02,AMD-Z-13,Vasna,3559.94,1534.45,608.69,492.37,108.84,144.18,671.41,17,57.67,6,20,29100,48,2.22,1,1,5,0.0,33.3,2471.22,train
AMD-ZW-001037,2025-10-02,AMD-Z-14,Shahibaug,6566.28,2394.31,1421.83,1319.66,204.19,337.78,888.52,16,54.81,3,20,27300,62,2.83,1,1,3,0.0,33.3,6166.61,train
AMD-ZW-001038,2025-10-02,AMD-Z-15,Naranpura,2111.59,1195.75,328.4,213.82,35.3,52.39,285.92,17,55.25,4,18,28900,58,1.99,1,1,3,0.0,33.3,1834.15,train
AMD-ZW-001039,2025-10-02,AMD-Z-16,Memnagar,2144.31,1316.03,263.65,179.08,37.11,45.74,302.71,16,52.41,2,16,25600,54,2.0,1,1,3,0.0,33.3,1902.81,train
AMD-ZW-001040,2025-10-02,AMD-Z-17,Isanpur,2482.29,1550.3,307.43,287.77,30.6,39.76,266.44,16,52.74,3,18,31400,46,2.16,1,1,3,0.0,33.3,2245.0,train
AMD-ZW-001041,2025-10-02,AMD-Z-18,Nikol,3404.82,1853.04,598.95,332.59,53.17,110.54,456.53,18,50.57,0,19,33800,50,2.08,1,1,3,0.0,33.3,3158.35,train
AMD-ZW-001042,2025-10-02,AMD-Z-19,Vastral,2229.06,1310.7,304.71,209.76,27.22,45.93,330.75,17,48.75,2,17,32600,48,2.13,1,1,3,0.0,33.3,2006.56,train
AMD-ZW-001043,2025-10-02,AMD-Z-20,Naroda,6498.81,994.6,1710.28,1442.83,837.18,329.36,1184.57,20,45.07,1,31,30200,68,2.74,1,1,3,0.0,33.3,10134.3,train
AMD-ZW-001044,2025-10-02,AMD-Z-21,Odhav,4613.3,648.8,1386.02,911.37,563.02,290.8,813.28,18,42.84,0,22,28700,64,2.4,1,1,3,0.0,33.3,8457.64,train
AMD-ZW-001045,2025-10-02,AMD-Z-22,Vatva,4267.88,752.12,1168.12,807.2,467.2,310.66,762.58,19,43.26,1,24,29500,66,2.39,1,1,3,0.0,33.3,6588.92,train
AMD-ZW-001046,2025-10-02,AMD-Z-23,Ranip,2359.03,1536.28,260.76,187.79,39.02,38.82,296.36,16,48.6,3,15,27800,50,2.08,1,1,3,0.0,33.3,2273.81,train
AMD-ZW-001047,2025-10-02,AMD-Z-24,Sabarmati,2303.79,1290.26,322.2,181.71,31.04,77.56,401.01,16,54.74,3,13,26100,54,2.3,1,1,3,0.0,33.3,1757.37,train
AMD-ZW-001048,2025-10-02,AMD-Z-25,Ellis Bridge,6929.7,1448.73,1885.49,2158.18,341.78,462.97,632.54,16,59.21,4,20,24900,82,3.34,1,1,3,0.0,33.3,7418.82,train
AMD-ZW-001049,2025-10-02,AMD-Z-26,Ashram Road,8824.34,1309.6,2621.36,2909.96,500.96,635.22,847.24,18,71.15,9,25,23400,90,3.43,1,1,3,0.0,33.3,9425.89,train
AMD-ZW-001050,2025-10-02,AMD-Z-27,CG Road,8720.39,2539.29,2469.14,2105.47,237.33,506.11,863.06,20,63.5,7,25,22800,94,3.48,1,1,3,0.0,33.3,8867.81,train
AMD-ZW-001051,2025-10-02,AMD-Z-28,Relief Road,16818.02,11587.91,1675.88,1165.78,287.29,439.3,1661.86,22,69.92,18,37,37600,90,4.51,1,1,3,0.0,33.3,14825.77,train
AMD-ZW-001052,2025-10-02,AMD-Z-29,Shahpur,15583.27,11297.72,1456.25,810.15,151.96,343.28,1523.92,17,68.87,13,29,34800,74,4.54,1,1,3,0.0,33.3,12971.42,train
AMD-ZW-001053,2025-10-02,AMD-Z-30,Jamalpur,22084.49,15818.93,2693.49,1287.29,159.43,302.32,1823.04,21,71.1,22,36,36900,86,4.57,1,1,3,0.0,33.3,19202.67,train
AMD-ZW-001054,2025-10-02,AMD-Z-31,Dariyapur,16537.62,12250.87,1326.05,1064.61,156.24,295.6,1444.26,16,60.77,10,28,35100,70,4.56,1,1,3,0.0,33.3,14094.64,train
AMD-ZW-001055,2025-10-02,AMD-Z-32,Saraspur,3424.52,298.2,1128.41,771.83,416.9,276.95,532.23,16,36.81,0,19,31200,60,2.38,1,1,3,0.0,33.3,5428.38,train
AMD-ZW-001056,2025-10-02,AMD-Z-33,Wadaj,2472.47,1306.4,483.35,218.05,51.86,68.89,343.92,16,49.22,5,17,28300,52,2.02,1,1,3,0.0,33.3,2338.53,train
AMD-ZW-001057,2025-10-03,AMD-Z-01,Navrangpura,7208.15,2222.58,1557.76,1908.88,390.91,496.29,631.73,23,54.03,1,28,28500,88,2.68,0,0,0,0.0,29.7,7742.88,train
AMD-ZW-001058,2025-10-03,AMD-Z-02,Vastrapur,4692.45,1588.27,990.94,808.33,231.75,347.39,725.76,21,55.42,2,22,24200,72,2.06,0,0,0,0.0,29.7,5148.68,train
AMD-ZW-001059,2025-10-03,AMD-Z-03,Satellite,8667.6,1288.64,2489.3,2902.51,468.75,578.56,939.84,23,57.43,3,32,26800,80,2.65,0,0,0,0.0,29.7,9785.76,train
AMD-ZW-001060,2025-10-03,AMD-Z-04,Bodakdev,6347.94,1699.98,1522.9,1790.99,246.51,465.0,622.55,19,50.8,3,27,21900,76,2.75,0,0,0,0.0,29.7,6951.31,train
AMD-ZW-001061,2025-10-03,AMD-Z-05,Prahlad Nagar,5222.38,1212.38,1201.32,1600.21,194.19,428.29,585.99,19,55.2,1,20,23100,84,2.74,0,0,0,0.0,29.7,5695.64,train
AMD-ZW-001062,2025-10-03,AMD-Z-06,Thaltej,1086.29,679.26,124.47,96.98,12.84,30.05,142.69,18,41.08,1,19,20400,58,1.39,0,0,0,0.0,29.7,1246.47,train
AMD-ZW-001063,2025-10-03,AMD-Z-07,Bopal,1488.83,686.78,286.78,166.0,38.15,49.54,261.58,17,36.05,0,20,17600,44,1.49,0,0,0,0.0,29.7,1678.41,train
AMD-ZW-001064,2025-10-03,AMD-Z-08,Gota,1851.22,1054.53,227.3,162.08,52.0,44.42,310.89,17,38.19,1,21,19800,46,1.38,0,0,0,0.0,29.7,2115.08,train
AMD-ZW-001065,2025-10-03,AMD-Z-09,Chandkheda,1652.19,765.17,304.26,195.56,54.54,52.61,280.06,18,37.99,0,16,22700,48,1.44,0,0,0,0.0,29.7,1974.44,train
AMD-ZW-001066,2025-10-03,AMD-Z-10,Motera,1673.2,879.6,309.97,207.86,44.7,38.31,192.76,17,46.13,1,15,21300,52,1.46,0,0,0,0.0,29.7,1907.81,train
AMD-ZW-001067,2025-10-03,AMD-Z-11,Maninagar,13281.05,9600.73,1193.3,757.88,141.26,332.39,1255.48,23,57.16,9,34,35200,82,4.2,0,0,0,0.0,29.7,16797.28,train
AMD-ZW-001068,2025-10-03,AMD-Z-12,Paldi,1895.96,982.28,312.32,204.1,38.16,63.33,295.76,17,44.12,1,12,26400,56,1.37,0,0,0,0.0,29.7,2072.51,train
AMD-ZW-001069,2025-10-03,AMD-Z-13,Vasna,2145.52,918.21,385.65,249.66,59.65,120.65,411.69,17,45.94,3,18,29100,48,1.47,0,0,0,0.0,29.7,2580.54,train
AMD-ZW-001070,2025-10-03,AMD-Z-14,Shahibaug,5763.54,2141.28,1120.9,1145.5,331.89,299.29,724.68,16,50.26,1,21,27300,62,1.94,0,0,0,0.0,29.7,6183.91,train
AMD-ZW-001071,2025-10-03,AMD-Z-15,Naranpura,1563.94,847.42,234.74,195.13,22.51,45.97,218.19,17,48.86,1,17,28900,58,1.29,0,0,0,0.0,29.7,1878.12,train
AMD-ZW-001072,2025-10-03,AMD-Z-16,Memnagar,1658.81,1022.38,199.13,148.13,27.95,40.53,220.69,16,51.99,0,16,25600,54,1.44,0,0,0,0.0,29.7,1942.77,train
AMD-ZW-001073,2025-10-03,AMD-Z-17,Isanpur,2224.64,1426.93,212.16,159.55,21.55,70.2,334.26,16,44.75,3,16,31400,46,1.39,0,0,0,0.0,29.7,2285.72,train
AMD-ZW-001074,2025-10-03,AMD-Z-18,Nikol,2871.88,1544.91,450.12,283.24,62.01,102.69,428.91,18,49.54,1,18,33800,50,1.51,0,0,0,0.0,29.7,3188.96,train
AMD-ZW-001075,2025-10-03,AMD-Z-19,Vastral,1932.17,1249.89,247.18,143.56,33.53,58.35,199.65,17,45.39,1,18,32600,48,1.38,0,0,0,0.0,29.7,2046.64,train
AMD-ZW-001076,2025-10-03,AMD-Z-20,Naroda,10812.17,1669.19,2589.41,2275.68,1462.91,965.24,1849.73,20,48.81,3,32,30200,68,1.98,0,0,0,0.0,29.7,9872.19,train
AMD-ZW-001077,2025-10-03,AMD-Z-21,Odhav,8233.48,1586.48,1961.87,1436.54,1137.84,641.29,1469.46,18,45.44,1,21,28700,64,1.67,0,0,0,0.0,29.7,8241.54,train
AMD-ZW-001078,2025-10-03,AMD-Z-22,Vatva,6885.13,1340.82,1507.93,1334.11,932.45,485.84,1283.98,19,45.77,2,24,29500,66,1.57,0,0,0,0.0,29.7,6302.31,train
AMD-ZW-001079,2025-10-03,AMD-Z-23,Ranip,1982.32,1358.97,254.02,109.91,26.99,23.37,209.06,16,42.11,0,12,27800,50,1.42,0,0,0,0.0,29.7,2305.65,train
AMD-ZW-001080,2025-10-03,AMD-Z-24,Sabarmati,1541.58,1036.37,144.74,119.43,25.05,32.25,183.74,16,47.17,2,18,26100,54,1.52,0,0,0,0.0,29.7,1817.14,train
AMD-ZW-001081,2025-10-03,AMD-Z-25,Ellis Bridge,7124.4,1596.25,1935.66,2128.09,344.15,510.07,610.18,16,57.14,3,19,24900,82,2.52,0,0,0,0.0,29.7,7455.8,train
AMD-ZW-001082,2025-10-03,AMD-Z-26,Ashram Road,8608.26,1417.83,2307.68,2959.46,395.54,609.15,918.6,18,62.51,4,26,23400,90,2.64,0,0,0,0.0,29.7,9490.2,train
AMD-ZW-001083,2025-10-03,AMD-Z-27,CG Road,8152.95,2714.49,1727.1,2130.26,374.89,433.99,772.21,20,56.23,5,25,22800,94,2.65,0,0,0,0.0,29.7,8930.34,train
AMD-ZW-001084,2025-10-03,AMD-Z-28,Relief Road,11761.89,8145.85,1201.71,1038.59,194.26,310.13,871.35,22,61.1,11,35,37600,90,4.12,0,0,0,0.0,29.7,15282.4,train
AMD-ZW-001085,2025-10-03,AMD-Z-29,Shahpur,10798.77,7867.46,952.35,676.26,190.11,209.51,903.08,17,58.69,9,26,34800,74,4.21,0,0,0,0.0,29.7,13383.08,train
AMD-ZW-001086,2025-10-03,AMD-Z-30,Jamalpur,16099.69,11556.65,1235.88,995.28,428.93,224.83,1658.12,21,62.01,13,34,36900,86,4.17,0,0,0,0.0,29.7,19794.52,train
AMD-ZW-001087,2025-10-03,AMD-Z-31,Dariyapur,11217.74,8546.92,792.02,906.0,74.92,253.82,644.07,16,51.64,3,27,35100,70,4.11,0,0,0,0.0,29.7,14544.04,train
AMD-ZW-001088,2025-10-03,AMD-Z-32,Saraspur,5790.39,577.26,1517.58,1223.68,1044.68,539.74,887.44,16,41.64,0,20,31200,60,1.62,0,0,0,0.0,29.7,5279.82,train
AMD-ZW-001089,2025-10-03,AMD-Z-33,Wadaj,1885.11,991.13,295.58,199.57,53.36,68.48,276.98,16,43.04,0,15,28300,52,1.38,0,0,0,0.0,29.7,2379.39,train
AMD-ZW-001090,2025-10-04,AMD-Z-01,Navrangpura,5953.11,1915.94,1267.94,1591.22,317.31,351.94,508.77,23,49.99,2,29,28500,88,1.79,0,0,0,0.0,28.0,7764.61,train
AMD-ZW-001091,2025-10-04,AMD-Z-02,Vastrapur,4382.16,1646.5,939.21,820.19,171.31,244.72,560.22,21,41.37,1,21,24200,72,2.04,0,0,0,0.0,28.0,5084.73,train
AMD-ZW-001092,2025-10-04,AMD-Z-03,Satellite,7094.01,1089.71,1891.6,2281.92,471.04,585.31,774.43,23,52.15,2,31,26800,80,1.89,0,0,0,0.0,28.0,9816.79,train
AMD-ZW-001093,2025-10-04,AMD-Z-04,Bodakdev,5403.75,1489.09,1277.35,1414.45,257.87,375.13,589.86,19,46.08,2,27,21900,76,1.8,0,0,0,0.0,28.0,6992.05,train
AMD-ZW-001094,2025-10-04,AMD-Z-05,Prahlad Nagar,4639.49,1181.63,1076.59,1418.24,230.65,272.8,459.57,19,54.45,1,26,23100,84,1.92,0,0,0,0.0,28.0,5697.0,train
AMD-ZW-001095,2025-10-04,AMD-Z-06,Thaltej,2924.07,1888.76,370.61,197.55,36.07,89.89,341.19,18,63.04,6,22,20400,58,1.43,0,0,0,0.0,28.0,1241.51,train
AMD-ZW-001096,2025-10-04,AMD-Z-07,Bopal,1710.68,826.74,305.95,212.26,31.68,62.88,271.18,17,36.28,1,18,17600,44,1.44,0,0,0,0.0,28.0,1685.58,train
AMD-ZW-001097,2025-10-04,AMD-Z-08,Gota,2100.77,1243.93,306.54,212.33,45.21,66.35,226.41,17,34.11,0,15,19800,46,1.31,0,0,0,0.0,28.0,2123.46,train
AMD-ZW-001098,2025-10-04,AMD-Z-09,Chandkheda,1841.17,924.39,354.22,189.31,47.77,75.18,250.3,18,36.75,0,16,22700,48,1.4,0,0,0,0.0,28.0,1974.48,train
AMD-ZW-001099,2025-10-04,AMD-Z-10,Motera,1801.32,1007.56,211.18,190.7,29.86,81.49,280.54,17,40.9,0,15,21300,52,1.43,0,0,0,0.0,28.0,1910.13,train
AMD-ZW-001100,2025-10-04,AMD-Z-11,Maninagar,14851.75,10475.6,1371.21,1303.61,253.35,378.19,1069.78,23,53.59,5,35,35200,82,4.57,0,0,0,0.0,28.0,16751.51,train
AMD-ZW-001101,2025-10-04,AMD-Z-12,Paldi,2360.49,1382.91,328.15,243.57,46.91,91.3,267.65,17,48.72,3,20,26400,56,1.35,0,0,0,0.0,28.0,2080.56,train
AMD-ZW-001102,2025-10-04,AMD-Z-13,Vasna,2380.31,1055.99,467.4,272.41,55.62,136.4,392.49,17,46.29,2,19,29100,48,1.32,0,0,0,0.0,28.0,2590.05,train
AMD-ZW-001103,2025-10-04,AMD-Z-14,Shahibaug,5346.06,2098.88,957.18,1000.13,217.9,309.21,762.77,16,45.06,0,20,27300,62,2.0,0,0,0,0.0,28.0,6183.94,train
AMD-ZW-001104,2025-10-04,AMD-Z-15,Naranpura,1716.62,1036.67,219.58,190.97,29.88,49.12,190.4,17,43.6,1,18,28900,58,1.31,0,0,0,0.0,28.0,1878.97,train
AMD-ZW-001105,2025-10-04,AMD-Z-16,Memnagar,1843.0,1209.03,210.25,113.81,43.2,33.52,233.2,16,44.92,1,15,25600,54,1.42,0,0,0,0.0,28.0,1947.84,train
AMD-ZW-001106,2025-10-04,AMD-Z-17,Isanpur,2029.02,1311.94,230.83,159.94,30.39,24.91,271.0,16,44.78,1,18,31400,46,1.39,0,0,0,0.0,28.0,2296.0,train
AMD-ZW-001107,2025-10-04,AMD-Z-18,Nikol,3083.18,1672.16,440.79,298.86,72.62,96.63,502.12,18,48.37,1,19,33800,50,1.49,0,0,0,0.0,28.0,3143.35,train
AMD-ZW-001108,2025-10-04,AMD-Z-19,Vastral,2041.27,1211.6,227.45,196.77,37.13,51.01,317.32,17,40.2,1,17,32600,48,1.38,0,0,0,0.0,28.0,2051.55,train
AMD-ZW-001109,2025-10-04,AMD-Z-20,Naroda,8663.24,1351.77,2153.54,1708.5,1119.91,809.66,1519.85,20,47.29,3,32,30200,68,1.32,0,0,0,0.0,28.0,9879.64,train
AMD-ZW-001110,2025-10-04,AMD-Z-21,Odhav,6471.03,1235.23,1654.93,1243.77,702.83,473.56,1160.71,18,46.78,1,22,28700,64,1.04,0,0,0,0.0,28.0,8274.19,train
AMD-ZW-001111,2025-10-04,AMD-Z-22,Vatva,5366.42,1032.86,1203.68,938.27,741.27,482.69,967.64,19,44.53,1,24,29500,66,0.93,0,0,0,0.0,28.0,6202.46,train
AMD-ZW-001112,2025-10-04,AMD-Z-23,Ranip,2089.39,1423.75,238.28,145.0,35.51,49.79,197.05,16,46.94,0,15,27800,50,1.41,0,0,0,0.0,28.0,2311.87,train
AMD-ZW-001113,2025-10-04,AMD-Z-24,Sabarmati,1625.11,1149.44,170.05,106.05,12.8,28.85,157.92,16,40.27,0,12,26100,54,1.42,0,0,0,0.0,28.0,1823.34,train
AMD-ZW-001114,2025-10-04,AMD-Z-25,Ellis Bridge,6072.61,1438.75,1478.25,1829.33,255.94,474.27,596.07,16,52.87,1,20,24900,82,1.84,0,0,0,0.0,28.0,7490.03,train
AMD-ZW-001115,2025-10-04,AMD-Z-26,Ashram Road,7037.79,1336.83,1710.89,2056.16,431.09,827.81,675.02,18,58.12,5,24,23400,90,1.85,0,0,0,0.0,28.0,9547.06,train
AMD-ZW-001116,2025-10-04,AMD-Z-27,CG Road,6758.71,2453.25,1268.12,1651.21,223.61,383.59,778.95,20,54.73,2,24,22800,94,1.82,0,0,0,0.0,28.0,8934.88,train
AMD-ZW-001117,2025-10-04,AMD-Z-28,Relief Road,12987.23,8716.89,1375.09,1122.56,280.61,329.86,1162.22,22,56.35,9,36,37600,90,4.51,0,0,0,0.0,28.0,15290.63,train
AMD-ZW-001118,2025-10-04,AMD-Z-29,Shahpur,12492.7,9299.57,1107.16,786.07,100.1,207.56,992.25,17,59.78,6,26,34800,74,4.56,0,0,0,0.0,28.0,13416.56,train
AMD-ZW-001119,2025-10-04,AMD-Z-30,Jamalpur,17264.47,12653.3,1628.39,885.74,217.16,374.68,1505.2,21,63.24,7,36,36900,86,4.51,0,0,0,0.0,28.0,19840.82,train
AMD-ZW-001120,2025-10-04,AMD-Z-31,Dariyapur,13631.29,10126.95,1102.69,945.21,65.44,309.85,1081.15,16,53.25,5,27,35100,70,4.5,0,0,0,0.0,28.0,14556.01,train
AMD-ZW-001121,2025-10-04,AMD-Z-32,Saraspur,4433.77,441.64,1151.27,963.42,691.58,425.59,760.27,16,42.89,1,18,31200,60,0.97,0,0,0,0.0,28.0,5285.08,train
AMD-ZW-001122,2025-10-04,AMD-Z-33,Wadaj,2134.95,1147.47,285.39,312.82,39.17,70.25,279.84,16,42.71,1,16,28300,52,1.38,0,0,0,0.0,28.0,2357.37,train
AMD-ZW-001123,2025-10-05,AMD-Z-01,Navrangpura,4524.92,1458.74,991.2,1198.1,202.91,247.63,426.33,23,41.57,0,27,28500,88,1.9,0,0,0,0.0,26.8,7784.76,train
AMD-ZW-001124,2025-10-05,AMD-Z-02,Vastrapur,3936.46,1358.58,825.0,683.75,185.69,248.55,634.89,21,39.21,0,20,24200,72,2.01,0,0,0,0.0,26.8,5100.39,train
AMD-ZW-001125,2025-10-05,AMD-Z-03,Satellite,5801.63,959.66,1489.55,1990.69,316.91,482.32,562.49,23,45.01,1,32,26800,80,1.84,0,0,0,0.0,26.8,9810.06,train
AMD-ZW-001126,2025-10-05,AMD-Z-04,Bodakdev,3915.24,1148.76,906.69,1091.48,196.87,280.41,291.02,19,39.67,0,25,21900,76,1.83,0,0,0,0.0,26.8,7013.4,train
AMD-ZW-001127,2025-10-05,AMD-Z-05,Prahlad Nagar,3391.95,883.92,844.88,930.93,134.57,232.99,364.65,19,41.92,1,21,23100,84,1.93,0,0,0,0.0,26.8,5727.61,train
AMD-ZW-001128,2025-10-05,AMD-Z-06,Thaltej,1177.02,769.3,123.57,77.98,21.46,36.35,148.36,18,45.05,1,19,20400,58,1.36,0,0,0,0.0,26.8,1371.42,train
AMD-ZW-001129,2025-10-05,AMD-Z-07,Bopal,1562.49,683.09,305.43,202.99,46.33,76.86,247.78,17,35.29,0,20,17600,44,1.44,0,0,0,0.0,26.8,1695.05,train
AMD-ZW-001130,2025-10-05,AMD-Z-08,Gota,1964.26,1179.9,227.95,193.64,45.88,85.6,231.3,17,38.64,0,20,19800,46,1.32,0,0,0,0.0,26.8,2139.69,train
AMD-ZW-001131,2025-10-05,AMD-Z-09,Chandkheda,1917.81,983.74,295.93,246.66,49.15,70.05,272.28,18,37.43,0,16,22700,48,1.4,0,0,0,0.0,26.8,1961.54,train
AMD-ZW-001132,2025-10-05,AMD-Z-10,Motera,1759.06,948.18,251.49,150.24,42.23,73.97,292.95,17,40.86,1,16,21300,52,1.46,0,0,0,0.0,26.8,1907.02,train
AMD-ZW-001133,2025-10-05,AMD-Z-11,Maninagar,15235.4,10948.13,1391.63,1013.87,201.37,328.53,1351.86,23,57.53,9,37,35200,82,4.55,0,0,0,0.0,26.8,16678.2,train
AMD-ZW-001134,2025-10-05,AMD-Z-12,Paldi,2345.13,1339.54,314.82,225.95,53.97,67.81,343.04,17,43.87,2,13,26400,56,1.29,0,0,0,0.0,26.8,2115.05,train
AMD-ZW-001135,2025-10-05,AMD-Z-13,Vasna,2473.69,1089.86,471.21,295.03,86.24,104.3,427.04,17,47.49,1,18,29100,48,1.38,0,0,0,0.0,26.8,2608.07,train
AMD-ZW-001136,2025-10-05,AMD-Z-14,Shahibaug,4826.89,1916.29,924.93,790.53,194.5,249.52,751.12,16,45.65,3,19,27300,62,2.03,0,0,0,0.0,26.8,6193.64,train
AMD-ZW-001137,2025-10-05,AMD-Z-15,Naranpura,1769.52,967.92,246.59,183.99,57.55,56.27,257.2,17,45.34,0,18,28900,58,1.24,0,0,0,0.0,26.8,1888.43,train
AMD-ZW-001138,2025-10-05,AMD-Z-16,Memnagar,1921.77,1192.56,211.06,153.04,37.97,57.27,269.87,16,45.63,2,15,25600,54,1.34,0,0,0,0.0,26.8,1952.94,train
AMD-ZW-001139,2025-10-05,AMD-Z-17,Isanpur,2173.41,1397.04,190.13,141.61,31.83,86.78,326.02,16,45.53,0,17,31400,46,1.27,0,0,0,0.0,26.8,2299.08,train
AMD-ZW-001140,2025-10-05,AMD-Z-18,Nikol,3082.18,1672.75,387.64,365.13,52.53,111.74,492.38,18,45.2,0,18,33800,50,1.31,0,0,0,0.0,26.8,3145.05,train
AMD-ZW-001141,2025-10-05,AMD-Z-19,Vastral,2447.53,1516.03,292.5,194.6,51.54,82.94,309.91,17,46.85,1,18,32600,48,1.32,0,0,2,0.0,26.8,2061.0,train
AMD-ZW-001142,2025-10-05,AMD-Z-20,Naroda,5643.94,965.68,1534.6,1037.14,762.79,402.62,941.1,20,40.73,1,30,30200,68,1.36,0,0,0,0.0,26.8,9865.81,train
AMD-ZW-001143,2025-10-05,AMD-Z-21,Odhav,4569.57,792.1,1138.71,971.18,584.59,323.37,759.62,18,35.79,0,23,28700,64,1.0,0,0,0,0.0,26.8,8285.73,train
AMD-ZW-001144,2025-10-05,AMD-Z-22,Vatva,3563.73,719.71,919.18,614.36,483.36,269.62,557.49,19,35.73,0,24,29500,66,0.96,0,0,0,0.0,26.8,6193.79,train
AMD-ZW-001145,2025-10-05,AMD-Z-23,Ranip,2300.9,1639.33,178.98,174.81,40.36,66.56,200.85,16,41.44,2,12,27800,50,1.42,0,0,0,0.0,26.8,2307.43,train
AMD-ZW-001146,2025-10-05,AMD-Z-24,Sabarmati,1563.64,1056.13,168.83,123.2,24.85,36.6,154.03,16,42.6,0,17,26100,54,1.47,0,0,0,0.0,26.8,1824.91,train
AMD-ZW-001147,2025-10-05,AMD-Z-25,Ellis Bridge,4421.8,1086.17,1100.3,1227.24,217.39,287.11,503.6,16,43.73,0,18,24900,82,1.91,0,0,0,0.0,26.8,7516.94,train
AMD-ZW-001148,2025-10-05,AMD-Z-26,Ashram Road,5653.66,933.5,1690.55,1805.37,262.62,486.37,475.24,18,50.74,2,22,23400,90,1.79,0,0,0,0.0,26.8,9581.36,train
AMD-ZW-001149,2025-10-05,AMD-Z-27,CG Road,5277.83,1820.38,1316.28,1195.89,269.13,199.58,476.58,20,45.46,1,23,22800,94,1.77,0,0,0,0.0,26.8,8952.37,train
AMD-ZW-001150,2025-10-05,AMD-Z-28,Relief Road,13550.98,9243.69,1606.42,1255.98,150.32,390.37,904.19,22,60.53,12,36,37600,90,4.43,0,0,0,0.0,26.8,15292.02,train
AMD-ZW-001151,2025-10-05,AMD-Z-29,Shahpur,12537.72,9145.03,1061.59,780.11,142.94,246.37,1161.67,17,64.12,8,26,34800,74,4.44,0,0,0,0.0,26.8,13487.99,train
AMD-ZW-001152,2025-10-05,AMD-Z-30,Jamalpur,18629.71,13945.16,1770.08,1028.98,120.41,455.97,1309.12,21,59.13,9,33,36900,86,4.55,0,0,0,0.0,26.8,19866.85,train
AMD-ZW-001153,2025-10-05,AMD-Z-31,Dariyapur,13154.28,10312.95,888.53,631.46,227.05,228.7,865.59,16,54.36,5,26,35100,70,4.58,0,0,0,0.0,26.8,14686.36,train
AMD-ZW-001154,2025-10-05,AMD-Z-32,Saraspur,2904.24,270.3,783.13,645.66,455.1,240.11,509.95,16,32.46,0,20,31200,60,1.06,0,0,0,0.0,26.8,5272.17,train
AMD-ZW-001155,2025-10-05,AMD-Z-33,Wadaj,2222.29,1259.46,334.56,310.98,44.75,50.97,221.56,16,48.27,1,16,28300,52,1.41,0,0,0,0.0,26.8,2328.3,train
AMD-ZW-001156,2025-10-06,AMD-Z-01,Navrangpura,8095.04,2121.03,2021.64,2273.75,295.82,631.48,751.32,23,53.27,3,28,28500,88,3.14,0,1,2,0.0,32.6,7781.82,train
AMD-ZW-001157,2025-10-06,AMD-Z-02,Vastrapur,4870.59,1479.64,1093.29,960.03,256.0,274.66,806.97,21,46.56,0,20,24200,72,2.49,0,1,2,0.0,32.6,5109.93,train
AMD-ZW-001158,2025-10-06,AMD-Z-03,Satellite,10221.33,1500.36,2783.98,3557.92,513.41,780.42,1085.24,23,53.81,1,32,26800,80,3.13,0,1,2,0.0,32.6,9482.76,train
AMD-ZW-001159,2025-10-06,AMD-Z-04,Bodakdev,7407.98,1970.86,1791.84,2080.03,197.5,455.45,912.29,19,50.12,2,28,21900,76,3.05,0,1,2,0.0,32.6,7009.48,train
AMD-ZW-001160,2025-10-06,AMD-Z-05,Prahlad Nagar,6162.6,1575.25,1523.84,1732.94,246.96,384.3,699.3,19,54.64,0,25,23100,84,3.09,0,1,2,0.0,32.6,5729.62,train
AMD-ZW-001161,2025-10-06,AMD-Z-06,Thaltej,1078.42,658.9,152.46,91.23,15.62,17.23,142.99,18,40.9,2,18,20400,58,1.85,0,1,2,0.0,32.6,1369.06,train
AMD-ZW-001162,2025-10-06,AMD-Z-07,Bopal,1557.53,748.38,330.71,213.09,29.71,47.41,188.24,17,33.37,0,18,17600,44,1.88,0,1,2,0.0,32.6,1693.72,train
AMD-ZW-001163,2025-10-06,AMD-Z-08,Gota,1987.92,1153.1,262.65,196.98,50.9,71.11,253.17,17,39.58,0,16,19800,46,1.65,0,1,2,0.0,32.6,2135.54,train
AMD-ZW-001164,2025-10-06,AMD-Z-09,Chandkheda,1944.49,964.2,361.15,186.79,56.0,49.19,327.15,18,40.02,0,16,22700,48,1.86,0,1,2,0.0,32.6,1960.24,train
