composition_id,bin_id,zone_id,zone_name,timestamp,date,waste_stream,plastic_percentage,paper_percentage,metal_percentage,glass_percentage,organic_percentage,other_percentage,total_waste_kg,collection_id,composition_source,confidence,split
AMD-COMP-024829,AMD-BIN-0285,AMD-Z-16,Memnagar,2025-10-22 00:49:01,2025-10-22,Mixed,14.74,9.9,0.05,3.85,52.06,19.4,128.65,AMD-COL-0117424,image_classifier,0.701,train
AMD-COMP-038974,AMD-BIN-0443,AMD-Z-25,Ellis Bridge,2025-10-22 00:49:15,2025-10-22,Commercial,23.68,32.5,3.85,2.72,23.24,14.01,676.49,AMD-COL-0182547,image_classifier,0.855,train
AMD-COMP-053725,AMD-BIN-0574,AMD-Z-32,Saraspur,2025-10-22 00:49:27,2025-10-22,Recyclable,31.65,31.89,11.74,14.29,0.05,10.38,240.36,AMD-COL-0252328,image_classifier,0.86,train
AMD-COMP-050593,AMD-BIN-0548,AMD-Z-30,Jamalpur,2025-10-22 00:50:29,2025-10-22,Organic,2.31,0.05,2.33,0.46,92.94,1.91,782.47,AMD-COL-0237401,image_classifier,0.874,train
AMD-COMP-018742,AMD-BIN-0211,AMD-Z-11,Maninagar,2025-10-22 01:40:13,2025-10-22,Organic,7.85,0.05,1.01,0.05,84.31,6.73,117.78,AMD-COL-0088204,sensor_estimate,0.584,train
AMD-COMP-052341,AMD-BIN-0562,AMD-Z-31,Dariyapur,2025-10-22 03:19:26,2025-10-22,Commercial,15.39,15.84,4.77,0.88,53.44,9.68,1257.44,AMD-COL-0245864,sensor_estimate,0.838,train
AMD-COMP-043233,AMD-BIN-0488,AMD-Z-27,CG Road,2025-10-22 06:07:23,2025-10-22,Mixed,22.3,28.71,5.19,3.38,31.17,9.25,514.24,AMD-COL-0202570,image_classifier,0.879,train
AMD-COMP-043726,AMD-BIN-0492,AMD-Z-27,CG Road,2025-10-22 06:08:06,2025-10-22,Recyclable,33.21,44.94,2.54,10.53,2.23,6.55,200.39,AMD-COL-0204836,image_classifier,0.828,train
AMD-COMP-046737,AMD-BIN-0517,AMD-Z-29,Shahpur,2025-10-22 06:10:46,2025-10-22,Organic,4.4,1.55,2.7,0.05,86.4,4.9,405.28,AMD-COL-0219003,image_classifier,0.917,train
AMD-COMP-047202,AMD-BIN-0521,AMD-Z-29,Shahpur,2025-10-22 06:15:02,2025-10-22,Dry,34.61,18.29,0.05,2.68,27.04,17.33,224.09,AMD-COL-0221226,image_classifier,0.905,train
AMD-COMP-042648,AMD-BIN-0482,AMD-Z-27,CG Road,2025-10-22 06:20:24,2025-10-22,Organic,14.1,13.87,4.62,2.85,58.2,6.36,630.24,AMD-COL-0199967,manual_audit,0.955,train
AMD-COMP-016572,AMD-BIN-0192,AMD-Z-10,Motera,2025-10-22 06:25:02,2025-10-22,Mixed,10.49,9.93,0.05,4.39,63.94,11.2,61.88,AMD-COL-0078323,image_classifier,0.858,train
AMD-COMP-045011,AMD-BIN-0504,AMD-Z-28,Relief Road,2025-10-22 06:48:13,2025-10-22,Organic,1.94,4.68,0.05,0.05,87.63,5.65,847.4,AMD-COL-0210896,image_classifier,0.878,train
AMD-COMP-024659,AMD-BIN-0282,AMD-Z-15,Naranpura,2025-10-22 12:04:27,2025-10-22,Dry,19.88,21.67,2.45,0.64,18.46,36.9,401.59,AMD-COL-0116626,sensor_estimate,0.711,train
AMD-COMP-003742,AMD-BIN-0045,AMD-Z-03,Satellite,2025-10-22 12:04:56,2025-10-22,Recyclable,39.12,32.1,6.18,13.18,5.44,3.98,64.76,AMD-COL-0017681,image_classifier,0.896,train
AMD-COMP-014504,AMD-BIN-0163,AMD-Z-09,Chandkheda,2025-10-22 12:09:19,2025-10-22,Organic,1.77,0.05,1.09,0.05,79.92,17.12,68.12,AMD-COL-0068751,image_classifier,0.744,train
AMD-COMP-045012,AMD-BIN-0504,AMD-Z-28,Relief Road,2025-10-22 12:09:24,2025-10-22,Organic,3.35,3.34,1.49,0.05,86.53,5.24,525.49,AMD-COL-0210897,image_classifier,0.941,train
AMD-COMP-054829,AMD-BIN-0588,AMD-Z-33,Wadaj,2025-10-22 12:09:29,2025-10-22,Dry,25.33,17.1,1.31,5.4,21.86,29.0,29.69,AMD-COL-0257612,image_classifier,0.876,train
AMD-COMP-019325,AMD-BIN-0216,AMD-Z-12,Paldi,2025-10-22 12:09:42,2025-10-22,Mixed,8.93,9.4,0.05,0.26,65.49,15.87,20.49,AMD-COL-0091123,sensor_estimate,0.652,train
AMD-COMP-044335,AMD-BIN-0498,AMD-Z-28,Relief Road,2025-10-22 12:09:50,2025-10-22,Mixed,16.98,3.38,3.43,0.77,70.25,5.19,162.29,AMD-COL-0207596,sensor_estimate,0.631,train
AMD-COMP-032499,AMD-BIN-0368,AMD-Z-20,Naroda,2025-10-22 12:09:51,2025-10-22,Organic,5.86,7.33,9.24,3.59,63.14,10.84,298.03,AMD-COL-0152711,image_classifier,0.762,train
AMD-COMP-011911,AMD-BIN-0131,AMD-Z-07,Bopal,2025-10-22 12:09:53,2025-10-22,Organic,4.53,1.22,0.62,1.78,87.53,4.32,185.79,AMD-COL-0056556,image_classifier,0.911,train
AMD-COMP-039641,AMD-BIN-0450,AMD-Z-25,Ellis Bridge,2025-10-22 12:10:44,2025-10-22,Dry,34.56,34.97,5.59,8.33,1.52,15.03,400.63,AMD-COL-0185840,image_classifier,0.862,train
AMD-COMP-030016,AMD-BIN-0348,AMD-Z-19,Vastral,2025-10-22 12:11:38,2025-10-22,Organic,9.97,0.94,0.77,0.96,81.94,5.42,34.47,AMD-COL-0141207,sensor_estimate,0.673,train
AMD-COMP-000167,AMD-BIN-0003,AMD-Z-01,Navrangpura,2025-10-22 12:11:49,2025-10-22,Mixed,21.21,32.72,2.81,7.89,24.19,11.18,111.49,AMD-COL-0000798,image_classifier,0.886,train
AMD-COMP-026176,AMD-BIN-0300,AMD-Z-17,Isanpur,2025-10-22 12:11:59,2025-10-22,Organic,1.23,1.83,1.92,2.28,87.19,5.55,56.43,AMD-COL-0123292,manual_audit,0.93,train
AMD-COMP-036478,AMD-BIN-0409,AMD-Z-23,Ranip,2025-10-22 12:12:37,2025-10-22,Dry,34.48,17.75,3.04,1.53,18.4,24.8,33.29,AMD-COL-0171404,sensor_estimate,0.633,train
AMD-COMP-041419,AMD-BIN-0469,AMD-Z-26,Ashram Road,2025-10-22 12:12:58,2025-10-22,Dry,32.17,37.18,8.29,3.23,4.94,14.19,140.66,AMD-COL-0194270,image_classifier,0.9,train
AMD-COMP-002951,AMD-BIN-0034,AMD-Z-02,Vastrapur,2025-10-22 12:13:38,2025-10-22,Recyclable,42.12,20.88,2.56,12.04,5.52,16.88,98.87,AMD-COL-0014103,image_classifier,0.792,train
AMD-COMP-016679,AMD-BIN-0193,AMD-Z-11,Maninagar,2025-10-22 12:14:08,2025-10-22,Mixed,11.34,3.41,0.05,6.9,66.14,12.16,457.01,AMD-COL-0078743,image_classifier,0.878,train
AMD-COMP-041184,AMD-BIN-0466,AMD-Z-26,Ashram Road,2025-10-22 12:14:29,2025-10-22,Mixed,21.83,25.5,5.38,0.29,27.11,19.89,282.0,AMD-COL-0193156,image_classifier,0.824,train
AMD-COMP-030496,AMD-BIN-0352,AMD-Z-20,Naroda,2025-10-22 12:14:46,2025-10-22,Recyclable,34.01,22.49,19.88,19.13,0.58,3.91,88.33,AMD-COL-0143387,sensor_estimate,0.759,train
AMD-COMP-045097,AMD-BIN-0505,AMD-Z-28,Relief Road,2025-10-22 12:15:18,2025-10-22,Mixed,15.13,15.4,0.05,3.73,55.09,10.6,64.75,AMD-COL-0211282,sensor_estimate,0.685,train
AMD-COMP-022070,AMD-BIN-0252,AMD-Z-14,Shahibaug,2025-10-22 12:15:28,2025-10-22,Recyclable,32.34,27.21,6.5,12.25,4.47,17.23,497.44,AMD-COL-0104178,image_classifier,0.703,train
AMD-COMP-052858,AMD-BIN-0567,AMD-Z-31,Dariyapur,2025-10-22 12:16:00,2025-10-22,Organic,14.98,9.95,0.05,1.84,62.71,10.47,571.13,AMD-COL-0248313,sensor_estimate,0.64,train
AMD-COMP-017386,AMD-BIN-0199,AMD-Z-11,Maninagar,2025-10-22 12:16:07,2025-10-22,Organic,5.58,3.66,0.05,1.37,84.43,4.91,668.85,AMD-COL-0082072,sensor_estimate,0.764,train
AMD-COMP-046594,AMD-BIN-0516,AMD-Z-29,Shahpur,2025-10-22 12:16:25,2025-10-22,Mixed,13.85,8.4,2.91,2.82,61.18,10.84,414.39,AMD-COL-0218323,sensor_estimate,0.659,train
AMD-COMP-005923,AMD-BIN-0066,AMD-Z-03,Satellite,2025-10-22 12:16:56,2025-10-22,Commercial,25.72,34.11,6.57,5.97,15.37,12.26,95.3,AMD-COL-0028222,manual_audit,0.959,train
AMD-COMP-026881,AMD-BIN-0309,AMD-Z-17,Isanpur,2025-10-22 12:17:02,2025-10-22,Mixed,16.72,7.88,0.05,0.2,51.95,23.2,189.94,AMD-COL-0126606,image_classifier,0.767,train
AMD-COMP-045885,AMD-BIN-0511,AMD-Z-28,Relief Road,2025-10-22 12:17:19,2025-10-22,Commercial,11.79,11.14,0.05,0.05,71.11,5.86,633.24,AMD-COL-0215025,image_classifier,0.757,train
AMD-COMP-048076,AMD-BIN-0528,AMD-Z-29,Shahpur,2025-10-22 12:18:06,2025-10-22,Commercial,18.16,6.16,0.71,5.02,58.22,11.73,323.91,AMD-COL-0225336,sensor_estimate,0.839,train
AMD-COMP-001190,AMD-BIN-0016,AMD-Z-01,Navrangpura,2025-10-22 12:18:14,2025-10-22,Organic,19.75,11.54,0.05,0.05,57.89,10.72,83.71,AMD-COL-0005691,sensor_estimate,0.662,train
AMD-COMP-025197,AMD-BIN-0288,AMD-Z-16,Memnagar,2025-10-22 12:18:25,2025-10-22,Organic,12.19,1.71,2.67,0.05,77.07,6.31,131.56,AMD-COL-0119222,manual_audit,0.983,train
AMD-COMP-013620,AMD-BIN-0150,AMD-Z-08,Gota,2025-10-22 12:19:09,2025-10-22,Organic,6.2,8.2,1.23,0.05,74.52,9.8,46.24,AMD-COL-0064578,sensor_estimate,0.77,train
AMD-COMP-028778,AMD-BIN-0333,AMD-Z-19,Vastral,2025-10-22 12:19:11,2025-10-22,Mixed,12.64,7.6,0.94,3.82,61.24,13.76,304.85,AMD-COL-0135503,image_classifier,0.898,train
AMD-COMP-036943,AMD-BIN-0417,AMD-Z-23,Ranip,2025-10-22 12:19:33,2025-10-22,Mixed,11.34,8.49,4.17,3.76,58.46,13.78,40.03,AMD-COL-0173495,image_classifier,0.771,train
AMD-COMP-027853,AMD-BIN-0321,AMD-Z-18,Nikol,2025-10-22 12:19:56,2025-10-22,Dry,39.13,18.55,1.63,6.89,13.99,19.81,175.77,AMD-COL-0131252,sensor_estimate,0.797,train
AMD-COMP-032871,AMD-BIN-0372,AMD-Z-21,Odhav,2025-10-22 12:20:03,2025-10-22,Recyclable,35.6,26.83,11.87,14.62,6.17,4.91,308.31,AMD-COL-0154541,image_classifier,0.822,train
AMD-COMP-015830,AMD-BIN-0182,AMD-Z-10,Motera,2025-10-22 12:20:16,2025-10-22,Recyclable,41.16,26.93,4.81,0.05,2.29,24.76,156.98,AMD-COL-0074814,image_classifier,0.915,train
AMD-COMP-036562,AMD-BIN-0411,AMD-Z-23,Ranip,2025-10-22 12:20:57,2025-10-22,Organic,6.76,1.49,3.66,0.05,79.09,8.95,218.99,AMD-COL-0171819,image_classifier,0.701,train
AMD-COMP-044838,AMD-BIN-0502,AMD-Z-28,Relief Road,2025-10-22 12:20:57,2025-10-22,Mixed,6.13,4.59,0.67,0.93,74.6,13.08,558.63,AMD-COL-0210126,image_classifier,0.789,train
AMD-COMP-044243,AMD-BIN-0497,AMD-Z-28,Relief Road,2025-10-22 12:21:39,2025-10-22,Recyclable,44.81,14.57,5.53,7.61,15.29,12.19,268.77,AMD-COL-0207163,image_classifier,0.814,train
AMD-COMP-018511,AMD-BIN-0209,AMD-Z-11,Maninagar,2025-10-22 12:21:43,2025-10-22,Organic,0.05,7.51,0.05,0.16,90.05,2.18,290.03,AMD-COL-0087242,sensor_estimate,0.762,train
AMD-COMP-039344,AMD-BIN-0446,AMD-Z-25,Ellis Bridge,2025-10-22 12:21:49,2025-10-22,Mixed,18.14,20.03,4.61,13.18,29.59,14.45,478.63,AMD-COL-0184349,image_classifier,0.71,train
AMD-COMP-010695,AMD-BIN-0115,AMD-Z-06,Thaltej,2025-10-22 12:22:18,2025-10-22,Mixed,18.14,6.7,5.33,2.35,45.44,22.04,113.4,AMD-COL-0050856,manual_audit,0.88,train
AMD-COMP-024581,AMD-BIN-0281,AMD-Z-15,Naranpura,2025-10-22 12:22:26,2025-10-22,Mixed,8.95,13.76,0.05,0.69,64.96,11.59,417.97,AMD-COL-0116251,manual_audit,0.891,train
AMD-COMP-009891,AMD-BIN-0105,AMD-Z-05,Prahlad Nagar,2025-10-22 12:22:34,2025-10-22,Dry,45.0,28.81,5.2,6.93,2.56,11.5,102.49,AMD-COL-0047159,image_classifier,0.788,train
AMD-COMP-023440,AMD-BIN-0266,AMD-Z-15,Naranpura,2025-10-22 12:22:55,2025-10-22,Organic,3.1,2.06,3.38,0.05,83.82,7.59,59.27,AMD-COL-0110643,image_classifier,0.915,train
AMD-COMP-010377,AMD-BIN-0111,AMD-Z-06,Thaltej,2025-10-22 12:22:56,2025-10-22,Organic,8.06,3.89,0.05,1.01,76.55,10.44,84.31,AMD-COL-0049345,image_classifier,0.836,train
AMD-COMP-029222,AMD-BIN-0338,AMD-Z-19,Vastral,2025-10-22 12:23:14,2025-10-22,Mixed,12.5,11.22,1.17,2.47,58.2,14.44,285.59,AMD-COL-0137699,sensor_estimate,0.593,train
AMD-COMP-019693,AMD-BIN-0219,AMD-Z-12,Paldi,2025-10-22 12:23:29,2025-10-22,Mixed,15.39,6.69,5.64,2.52,58.53,11.23,77.2,AMD-COL-0092872,sensor_estimate,0.779,train
AMD-COMP-038876,AMD-BIN-0442,AMD-Z-25,Ellis Bridge,2025-10-22 12:23:55,2025-10-22,Dry,32.45,42.71,1.68,1.55,4.47,17.14,129.91,AMD-COL-0182107,manual_audit,0.862,train
AMD-COMP-011679,AMD-BIN-0128,AMD-Z-07,Bopal,2025-10-22 12:24:13,2025-10-22,Mixed,13.9,9.24,6.84,6.13,53.21,10.68,49.73,AMD-COL-0055467,sensor_estimate,0.612,train
AMD-COMP-031705,AMD-BIN-0362,AMD-Z-20,Naroda,2025-10-22 12:24:28,2025-10-22,Recyclable,41.48,21.92,15.06,8.17,0.9,12.47,83.46,AMD-COL-0149012,sensor_estimate,0.764,train
AMD-COMP-002380,AMD-BIN-0027,AMD-Z-02,Vastrapur,2025-10-22 12:24:39,2025-10-22,Mixed,14.76,10.04,8.57,5.13,40.2,21.3,309.03,AMD-COL-0011350,image_classifier,0.756,train
AMD-COMP-043890,AMD-BIN-0494,AMD-Z-28,Relief Road,2025-10-22 12:24:40,2025-10-22,Commercial,16.59,9.49,0.05,2.27,54.74,16.86,292.47,AMD-COL-0205611,image_classifier,0.882,train
AMD-COMP-010219,AMD-BIN-0109,AMD-Z-06,Thaltej,2025-10-22 12:24:41,2025-10-22,Mixed,10.49,11.42,5.34,4.81,52.88,15.06,82.51,AMD-COL-0048628,image_classifier,0.887,train
AMD-COMP-050422,AMD-BIN-0547,AMD-Z-30,Jamalpur,2025-10-22 12:24:41,2025-10-22,Organic,1.18,1.26,3.21,0.05,88.07,6.23,498.5,AMD-COL-0236667,image_classifier,0.849,train
AMD-COMP-048010,AMD-BIN-0527,AMD-Z-29,Shahpur,2025-10-22 12:25:07,2025-10-22,Mixed,12.35,8.98,0.05,0.05,66.39,12.18,639.8,AMD-COL-0224954,image_classifier,0.924,train
AMD-COMP-043234,AMD-BIN-0488,AMD-Z-27,CG Road,2025-10-22 12:25:45,2025-10-22,Mixed,22.8,29.45,7.48,2.71,32.09,5.47,137.55,AMD-COL-0202571,image_classifier,0.932,train
AMD-COMP-011049,AMD-BIN-0119,AMD-Z-06,Thaltej,2025-10-22 12:26:32,2025-10-22,Organic,3.92,1.51,0.21,0.05,82.03,12.28,23.84,AMD-COL-0052494,manual_audit,0.973,train
AMD-COMP-052622,AMD-BIN-0565,AMD-Z-31,Dariyapur,2025-10-22 12:26:49,2025-10-22,Organic,8.16,0.68,2.16,2.34,82.02,4.64,534.76,AMD-COL-0247191,sensor_estimate,0.839,train
AMD-COMP-023555,AMD-BIN-0268,AMD-Z-15,Naranpura,2025-10-22 12:27:05,2025-10-22,Organic,10.86,4.39,0.39,0.14,64.07,20.15,63.26,AMD-COL-0111270,image_classifier,0.765,train
AMD-COMP-042057,AMD-BIN-0476,AMD-Z-27,CG Road,2025-10-22 12:27:13,2025-10-22,Dry,27.82,35.88,7.55,11.77,2.01,14.97,117.65,AMD-COL-0197308,image_classifier,0.914,train
AMD-COMP-022203,AMD-BIN-0254,AMD-Z-14,Shahibaug,2025-10-22 12:27:20,2025-10-22,Recyclable,30.98,22.68,4.06,11.53,4.0,26.75,448.7,AMD-COL-0104813,image_classifier,0.828,train
AMD-COMP-033665,AMD-BIN-0380,AMD-Z-21,Odhav,2025-10-22 12:27:33,2025-10-22,Organic,19.88,8.37,2.5,2.71,44.67,21.87,75.74,AMD-COL-0158251,sensor_estimate,0.773,train
AMD-COMP-048708,AMD-BIN-0533,AMD-Z-30,Jamalpur,2025-10-22 12:27:47,2025-10-22,Organic,0.05,7.01,1.07,1.75,89.13,0.99,597.06,AMD-COL-0228346,image_classifier,0.871,train
AMD-COMP-030822,AMD-BIN-0355,AMD-Z-20,Naroda,2025-10-22 12:28:06,2025-10-22,Organic,14.55,9.16,0.05,0.59,52.83,22.82,256.41,AMD-COL-0144852,sensor_estimate,0.725,train
AMD-COMP-014759,AMD-BIN-0167,AMD-Z-09,Chandkheda,2025-10-22 12:28:39,2025-10-22,Dry,23.22,25.65,3.71,6.85,12.09,28.48,124.57,AMD-COL-0069867,image_classifier,0.718,train
AMD-COMP-019032,AMD-BIN-0214,AMD-Z-11,Maninagar,2025-10-22 12:28:45,2025-10-22,Commercial,5.54,12.95,4.93,0.05,53.94,22.59,82.7,AMD-COL-0089691,image_classifier,0.703,train
AMD-COMP-027344,AMD-BIN-0315,AMD-Z-18,Nikol,2025-10-22 12:28:46,2025-10-22,Dry,27.46,30.09,0.22,6.54,15.95,19.74,93.73,AMD-COL-0128822,manual_audit,0.875,train
AMD-COMP-010871,AMD-BIN-0117,AMD-Z-06,Thaltej,2025-10-22 12:29:03,2025-10-22,Organic,7.12,0.05,0.44,6.12,77.04,9.23,47.42,AMD-COL-0051661,manual_audit,0.968,train
AMD-COMP-004260,AMD-BIN-0049,AMD-Z-03,Satellite,2025-10-22 12:29:24,2025-10-22,Commercial,30.05,32.88,4.11,0.12,17.63,15.21,664.96,AMD-COL-0020178,sensor_estimate,0.594,train
AMD-COMP-031601,AMD-BIN-0361,AMD-Z-20,Naroda,2025-10-22 12:29:45,2025-10-22,Recyclable,32.96,22.53,21.67,9.36,1.54,11.94,450.19,AMD-COL-0148568,image_classifier,0.753,train
AMD-COMP-009613,AMD-BIN-0102,AMD-Z-05,Prahlad Nagar,2025-10-22 12:29:48,2025-10-22,Commercial,30.9,32.56,5.87,7.11,19.27,4.29,386.53,AMD-COL-0045850,image_classifier,0.778,train
AMD-COMP-025278,AMD-BIN-0289,AMD-Z-16,Memnagar,2025-10-22 12:30:20,2025-10-22,Mixed,16.59,9.21,1.31,2.03,56.94,13.92,224.9,AMD-COL-0119589,sensor_estimate,0.73,train
AMD-COMP-021995,AMD-BIN-0251,AMD-Z-14,Shahibaug,2025-10-22 12:31:50,2025-10-22,Commercial,25.21,24.89,3.86,5.92,24.29,15.83,224.51,AMD-COL-0103816,sensor_estimate,0.669,train
AMD-COMP-003429,AMD-BIN-0041,AMD-Z-02,Vastrapur,2025-10-22 12:32:00,2025-10-22,Commercial,20.92,15.66,3.93,9.41,29.57,20.51,911.94,AMD-COL-0016320,sensor_estimate,0.65,train
AMD-COMP-025956,AMD-BIN-0298,AMD-Z-16,Memnagar,2025-10-22 12:32:05,2025-10-22,Mixed,6.41,11.89,1.07,4.29,57.06,19.28,111.87,AMD-COL-0122360,sensor_estimate,0.778,train
AMD-COMP-004416,AMD-BIN-0051,AMD-Z-03,Satellite,2025-10-22 12:32:26,2025-10-22,Dry,45.64,25.25,2.77,6.08,8.31,11.95,729.02,AMD-COL-0020928,image_classifier,0.738,train
AMD-COMP-012011,AMD-BIN-0132,AMD-Z-07,Bopal,2025-10-22 12:33:08,2025-10-22,Mixed,5.92,8.31,2.3,4.42,65.38,13.67,25.85,AMD-COL-0056972,sensor_estimate,0.592,train
AMD-COMP-046043,AMD-BIN-0512,AMD-Z-28,Relief Road,2025-10-22 12:33:33,2025-10-22,Mixed,12.04,7.99,0.63,3.68,62.47,13.19,277.5,AMD-COL-0215750,sensor_estimate,0.669,train
AMD-COMP-054371,AMD-BIN-0581,AMD-Z-32,Saraspur,2025-10-22 12:33:56,2025-10-22,Commercial,24.65,16.05,5.49,7.05,25.99,20.77,311.99,AMD-COL-0255369,sensor_estimate,0.769,train
AMD-COMP-048256,AMD-BIN-0530,AMD-Z-29,Shahpur,2025-10-22 12:34:22,2025-10-22,Organic,0.05,4.18,1.98,2.54,88.6,2.65,317.39,AMD-COL-0226155,sensor_estimate,0.825,train
AMD-COMP-001649,AMD-BIN-0020,AMD-Z-01,Navrangpura,2025-10-22 12:34:42,2025-10-22,Commercial,22.37,39.55,0.73,6.47,19.54,11.34,497.23,AMD-COL-0007900,image_classifier,0.828,train
AMD-COMP-008372,AMD-BIN-0089,AMD-Z-05,Prahlad Nagar,2025-10-22 12:35:01,2025-10-22,Recyclable,41.62,33.71,3.72,12.58,1.35,7.02,97.35,AMD-COL-0039879,image_classifier,0.877,train
AMD-COMP-007160,AMD-BIN-0077,AMD-Z-04,Bodakdev,2025-10-22 12:35:37,2025-10-22,Mixed,16.19,16.9,1.15,16.76,32.69,16.31,247.46,AMD-COL-0034220,image_classifier,0.834,train
AMD-COMP-030204,AMD-BIN-0350,AMD-Z-20,Naroda,2025-10-22 12:35:41,2025-10-22,Mixed,21.31,15.72,14.31,3.18,25.47,20.01,224.53,AMD-COL-0141995,image_classifier,0.865,train
AMD-COMP-030112,AMD-BIN-0349,AMD-Z-19,Vastral,2025-10-22 12:36:09,2025-10-22,Mixed,6.32,7.88,3.1,1.67,71.2,9.83,115.61,AMD-COL-0141578,image_classifier,0.852,train
AMD-COMP-020992,AMD-BIN-0239,AMD-Z-13,Vasna,2025-10-22 12:36:50,2025-10-22,Mixed,6.74,6.98,4.3,2.03,64.22,15.73,77.43,AMD-COL-0099009,image_classifier,0.742,train
AMD-COMP-027781,AMD-BIN-0320,AMD-Z-18,Nikol,2025-10-22 12:37:26,2025-10-22,Dry,23.4,18.36,1.84,5.79,16.18,34.43,183.44,AMD-COL-0130876,image_classifier,0.814,train
AMD-COMP-004104,AMD-BIN-0048,AMD-Z-03,Satellite,2025-10-22 12:38:12,2025-10-22,Mixed,24.59,29.5,0.27,1.35,31.17,13.12,95.17,AMD-COL-0019509,sensor_estimate,0.656,train
AMD-COMP-037890,AMD-BIN-0431,AMD-Z-24,Sabarmati,2025-10-22 12:38:58,2025-10-22,Organic,3.15,0.05,1.46,2.58,82.25,10.51,32.66,AMD-COL-0177744,image_classifier,0.957,train
AMD-COMP-011082,AMD-BIN-0120,AMD-Z-06,Thaltej,2025-10-22 12:39:55,2025-10-22,Mixed,19.49,7.09,2.38,2.94,53.22,14.88,18.69,AMD-COL-0052705,image_classifier,0.796,train
AMD-COMP-037084,AMD-BIN-0419,AMD-Z-23,Ranip,2025-10-22 12:41:43,2025-10-22,Organic,3.35,2.27,0.75,0.09,85.77,7.77,234.55,AMD-COL-0174113,manual_audit,0.861,train
AMD-COMP-023029,AMD-BIN-0262,AMD-Z-14,Shahibaug,2025-10-22 12:42:33,2025-10-22,Organic,9.82,4.04,2.97,0.05,79.98,3.14,512.07,AMD-COL-0108816,image_classifier,0.909,train
AMD-COMP-055353,AMD-BIN-0595,AMD-Z-33,Wadaj,2025-10-22 12:42:57,2025-10-22,Dry,33.58,28.05,6.09,1.01,14.88,16.39,18.65,AMD-COL-0260061,manual_audit,0.914,train
AMD-COMP-041668,AMD-BIN-0471,AMD-Z-26,Ashram Road,2025-10-22 12:42:58,2025-10-22,Commercial,23.45,39.19,4.03,4.34,24.37,4.62,208.91,AMD-COL-0195396,image_classifier,0.931,train
AMD-COMP-040968,AMD-BIN-0464,AMD-Z-26,Ashram Road,2025-10-22 12:43:06,2025-10-22,Recyclable,37.65,39.71,3.35,7.22,4.22,7.85,464.94,AMD-COL-0191991,image_classifier,0.85,train
AMD-COMP-027945,AMD-BIN-0322,AMD-Z-18,Nikol,2025-10-22 12:45:09,2025-10-22,Recyclable,24.23,24.23,6.41,9.58,19.02,16.53,86.94,AMD-COL-0131673,image_classifier,0.871,train
AMD-COMP-037702,AMD-BIN-0428,AMD-Z-24,Sabarmati,2025-10-22 12:45:12,2025-10-22,Mixed,9.71,7.57,0.15,2.86,61.7,18.01,58.83,AMD-COL-0176825,sensor_estimate,0.688,train
AMD-COMP-039408,AMD-BIN-0447,AMD-Z-25,Ellis Bridge,2025-10-22 12:45:25,2025-10-22,Organic,10.77,15.73,0.05,1.94,63.52,7.99,904.51,AMD-COL-0184723,image_classifier,0.853,train
AMD-COMP-043077,AMD-BIN-0486,AMD-Z-27,CG Road,2025-10-22 12:45:29,2025-10-22,Organic,14.98,18.16,2.43,0.05,59.45,4.93,368.78,AMD-COL-0201833,image_classifier,0.851,train
AMD-COMP-039747,AMD-BIN-0452,AMD-Z-25,Ellis Bridge,2025-10-22 12:45:50,2025-10-22,Dry,28.25,30.21,0.05,15.37,6.14,19.98,162.2,AMD-COL-0186458,image_classifier,0.819,train
AMD-COMP-014424,AMD-BIN-0162,AMD-Z-09,Chandkheda,2025-10-22 12:46:21,2025-10-22,Mixed,14.91,3.81,1.59,3.53,65.33,10.83,436.41,AMD-COL-0068377,image_classifier,0.778,train
AMD-COMP-027006,AMD-BIN-0311,AMD-Z-17,Isanpur,2025-10-22 12:47:34,2025-10-22,Organic,5.1,2.3,0.75,0.05,88.63,3.17,168.5,AMD-COL-0127214,sensor_estimate,0.624,train
AMD-COMP-032407,AMD-BIN-0367,AMD-Z-20,Naroda,2025-10-22 12:47:50,2025-10-22,Recyclable,24.97,38.38,14.75,10.31,1.49,10.1,197.44,AMD-COL-0152286,manual_audit,0.873,train
AMD-COMP-039985,AMD-BIN-0454,AMD-Z-25,Ellis Bridge,2025-10-22 12:47:56,2025-10-22,Recyclable,38.04,38.34,7.97,10.02,2.4,3.23,216.58,AMD-COL-0187495,image_classifier,0.898,train
AMD-COMP-018876,AMD-BIN-0212,AMD-Z-11,Maninagar,2025-10-22 12:48:12,2025-10-22,Commercial,13.2,18.86,2.93,0.89,46.98,17.14,512.86,AMD-COL-0088876,sensor_estimate,0.824,train
AMD-COMP-024243,AMD-BIN-0276,AMD-Z-15,Naranpura,2025-10-22 12:48:15,2025-10-22,Mixed,13.99,11.25,0.98,0.05,55.75,17.98,40.04,AMD-COL-0114705,image_classifier,0.787,train
AMD-COMP-029802,AMD-BIN-0345,AMD-Z-19,Vastral,2025-10-22 12:48:39,2025-10-22,Organic,5.37,4.43,0.05,2.32,75.2,12.63,67.83,AMD-COL-0140282,image_classifier,0.951,train
AMD-COMP-028114,AMD-BIN-0324,AMD-Z-18,Nikol,2025-10-22 12:49:57,2025-10-22,Mixed,15.43,12.19,0.05,4.95,48.93,18.45,145.93,AMD-COL-0132526,image_classifier,0.891,train
