entity_type,entity_id,zone_id,date,anomaly_type
bin,AMD-BIN-0275,AMD-Z-15,2025-11-08,composition_shift
bin,AMD-BIN-0548,AMD-Z-30,2025-11-08,collection_gap
bin,AMD-BIN-0397,AMD-Z-22,2025-11-08,repeated_overflow
bin,AMD-BIN-0279,AMD-Z-15,2025-11-08,collection_gap
bin,AMD-BIN-0427,AMD-Z-24,2025-11-08,illegal_dumping_spike
bin,AMD-BIN-0401,AMD-Z-22,2025-11-08,overnight_dumping
bin,AMD-BIN-0056,AMD-Z-03,2025-11-08,repeated_overflow
bin,AMD-BIN-0270,AMD-Z-15,2025-11-08,festival_overload
bin,AMD-BIN-0439,AMD-Z-25,2025-11-08,composition_shift
bin,AMD-BIN-0273,AMD-Z-15,2025-11-08,collection_gap
bin,AMD-BIN-0530,AMD-Z-29,2025-11-08,collection_gap
bin,AMD-BIN-0334,AMD-Z-19,2025-11-08,illegal_dumping_spike
bin,AMD-BIN-0222,AMD-Z-12,2025-11-09,repeated_overflow
bin,AMD-BIN-0548,AMD-Z-30,2025-11-09,collection_gap
bin,AMD-BIN-0279,AMD-Z-15,2025-11-09,collection_gap
bin,AMD-BIN-0427,AMD-Z-24,2025-11-09,illegal_dumping_spike
bin,AMD-BIN-0401,AMD-Z-22,2025-11-09,overnight_dumping
bin,AMD-BIN-0580,AMD-Z-32,2025-11-09,repeated_overflow
bin,AMD-BIN-0224,AMD-Z-12,2025-11-09,collection_gap
bin,AMD-BIN-0056,AMD-Z-03,2025-11-09,repeated_overflow
bin,AMD-BIN-0115,AMD-Z-06,2025-11-09,overnight_dumping
bin,AMD-BIN-0241,AMD-Z-13,2025-11-09,overnight_dumping
bin,AMD-BIN-0559,AMD-Z-31,2025-11-09,illegal_dumping_spike
bin,AMD-BIN-0469,AMD-Z-26,2025-11-09,collection_gap
bin,AMD-BIN-0530,AMD-Z-29,2025-11-09,collection_gap
bin,AMD-BIN-0251,AMD-Z-14,2025-11-09,composition_shift
bin,AMD-BIN-0591,AMD-Z-33,2025-11-09,illegal_dumping_spike
bin,AMD-BIN-0316,AMD-Z-18,2025-11-10,repeated_overflow
bin,AMD-BIN-0580,AMD-Z-32,2025-11-10,repeated_overflow
bin,AMD-BIN-0224,AMD-Z-12,2025-11-10,collection_gap
bin,AMD-BIN-0056,AMD-Z-03,2025-11-10,repeated_overflow
bin,AMD-BIN-0186,AMD-Z-10,2025-11-10,illegal_dumping_spike
bin,AMD-BIN-0115,AMD-Z-06,2025-11-10,overnight_dumping
bin,AMD-BIN-0241,AMD-Z-13,2025-11-10,overnight_dumping
bin,AMD-BIN-0559,AMD-Z-31,2025-11-10,illegal_dumping_spike
bin,AMD-BIN-0110,AMD-Z-06,2025-11-10,collection_gap
bin,AMD-BIN-0469,AMD-Z-26,2025-11-10,collection_gap
bin,AMD-BIN-0179,AMD-Z-10,2025-11-10,collection_gap
bin,AMD-BIN-0333,AMD-Z-19,2025-11-10,collection_gap
bin,AMD-BIN-0530,AMD-Z-29,2025-11-10,collection_gap
bin,AMD-BIN-0251,AMD-Z-14,2025-11-10,composition_shift
bin,AMD-BIN-0591,AMD-Z-33,2025-11-10,illegal_dumping_spike
bin,AMD-BIN-0521,AMD-Z-29,2025-11-10,illegal_dumping_spike
zone,AMD-Z-26,AMD-Z-26,2025-11-10,zone_surge
bin,AMD-BIN-0493,AMD-Z-28,2025-11-11,festival_overload
bin,AMD-BIN-0361,AMD-Z-20,2025-11-11,composition_shift
bin,AMD-BIN-0316,AMD-Z-18,2025-11-11,repeated_overflow
bin,AMD-BIN-0544,AMD-Z-30,2025-11-11,composition_shift
bin,AMD-BIN-0405,AMD-Z-22,2025-11-11,collection_gap
bin,AMD-BIN-0224,AMD-Z-12,2025-11-11,collection_gap
bin,AMD-BIN-0186,AMD-Z-10,2025-11-11,illegal_dumping_spike
bin,AMD-BIN-0485,AMD-Z-27,2025-11-11,festival_overload
bin,AMD-BIN-0293,AMD-Z-16,2025-11-11,composition_shift
bin,AMD-BIN-0110,AMD-Z-06,2025-11-11,collection_gap
bin,AMD-BIN-0294,AMD-Z-16,2025-11-11,repeated_overflow
bin,AMD-BIN-0179,AMD-Z-10,2025-11-11,collection_gap
bin,AMD-BIN-0333,AMD-Z-19,2025-11-11,collection_gap
bin,AMD-BIN-0071,AMD-Z-04,2025-11-11,festival_overload
bin,AMD-BIN-0330,AMD-Z-18,2025-11-11,composition_shift
bin,AMD-BIN-0530,AMD-Z-29,2025-11-11,collection_gap
bin,AMD-BIN-0251,AMD-Z-14,2025-11-11,composition_shift
bin,AMD-BIN-0521,AMD-Z-29,2025-11-11,illegal_dumping_spike
bin,AMD-BIN-0416,AMD-Z-23,2025-11-12,composition_shift
bin,AMD-BIN-0361,AMD-Z-20,2025-11-12,composition_shift
bin,AMD-BIN-0324,AMD-Z-18,2025-11-12,overnight_dumping
bin,AMD-BIN-0544,AMD-Z-30,2025-11-12,composition_shift
bin,AMD-BIN-0112,AMD-Z-06,2025-11-12,collection_gap
bin,AMD-BIN-0405,AMD-Z-22,2025-11-12,collection_gap
bin,AMD-BIN-0533,AMD-Z-30,2025-11-12,overnight_dumping
bin,AMD-BIN-0224,AMD-Z-12,2025-11-12,collection_gap
bin,AMD-BIN-0293,AMD-Z-16,2025-11-12,composition_shift
bin,AMD-BIN-0110,AMD-Z-06,2025-11-12,collection_gap
bin,AMD-BIN-0294,AMD-Z-16,2025-11-12,repeated_overflow
bin,AMD-BIN-0152,AMD-Z-08,2025-11-12,overnight_dumping
bin,AMD-BIN-0414,AMD-Z-23,2025-11-12,illegal_dumping_spike
bin,AMD-BIN-0333,AMD-Z-19,2025-11-12,collection_gap
bin,AMD-BIN-0071,AMD-Z-04,2025-11-12,festival_overload
bin,AMD-BIN-0330,AMD-Z-18,2025-11-12,composition_shift
bin,AMD-BIN-0297,AMD-Z-16,2025-11-12,overnight_dumping
zone,AMD-Z-32,AMD-Z-32,2025-11-12,zone_surge
bin,AMD-BIN-0416,AMD-Z-23,2025-11-13,composition_shift
bin,AMD-BIN-0544,AMD-Z-30,2025-11-13,composition_shift
bin,AMD-BIN-0123,AMD-Z-06,2025-11-13,overnight_dumping
bin,AMD-BIN-0112,AMD-Z-06,2025-11-13,collection_gap
bin,AMD-BIN-0107,AMD-Z-06,2025-11-13,collection_gap
bin,AMD-BIN-0089,AMD-Z-05,2025-11-13,illegal_dumping_spike
bin,AMD-BIN-0405,AMD-Z-22,2025-11-13,collection_gap
bin,AMD-BIN-0062,AMD-Z-03,2025-11-13,festival_overload
bin,AMD-BIN-0574,AMD-Z-32,2025-11-13,overnight_dumping
bin,AMD-BIN-0533,AMD-Z-30,2025-11-13,overnight_dumping
bin,AMD-BIN-0293,AMD-Z-16,2025-11-13,composition_shift
bin,AMD-BIN-0110,AMD-Z-06,2025-11-13,collection_gap
bin,AMD-BIN-0225,AMD-Z-12,2025-11-13,illegal_dumping_spike
bin,AMD-BIN-0464,AMD-Z-26,2025-11-13,overnight_dumping
bin,AMD-BIN-0330,AMD-Z-18,2025-11-13,composition_shift
bin,AMD-BIN-0297,AMD-Z-16,2025-11-13,overnight_dumping
bin,AMD-BIN-0353,AMD-Z-20,2025-11-13,collection_gap
bin,AMD-BIN-0416,AMD-Z-23,2025-11-14,composition_shift
bin,AMD-BIN-0588,AMD-Z-33,2025-11-14,overnight_dumping
bin,AMD-BIN-0107,AMD-Z-06,2025-11-14,collection_gap
bin,AMD-BIN-0089,AMD-Z-05,2025-11-14,illegal_dumping_spike
bin,AMD-BIN-0405,AMD-Z-22,2025-11-14,collection_gap
bin,AMD-BIN-0062,AMD-Z-03,2025-11-14,festival_overload
bin,AMD-BIN-0574,AMD-Z-32,2025-11-14,overnight_dumping
bin,AMD-BIN-0076,AMD-Z-04,2025-11-14,illegal_dumping_spike
bin,AMD-BIN-0150,AMD-Z-08,2025-11-14,illegal_dumping_spike
bin,AMD-BIN-0275,AMD-Z-15,2025-11-14,repeated_overflow
bin,AMD-BIN-0314,AMD-Z-17,2025-11-14,collection_gap
bin,AMD-BIN-0584,AMD-Z-32,2025-11-14,festival_overload
bin,AMD-BIN-0462,AMD-Z-26,2025-11-14,illegal_dumping_spike
bin,AMD-BIN-0353,AMD-Z-20,2025-11-14,collection_gap
bin,AMD-BIN-0025,AMD-Z-02,2025-11-15,composition_shift
bin,AMD-BIN-0333,AMD-Z-19,2025-11-15,weekend_spike
bin,AMD-BIN-0203,AMD-Z-11,2025-11-15,weekend_spike
bin,AMD-BIN-0280,AMD-Z-15,2025-11-15,weekend_spike
bin,AMD-BIN-0330,AMD-Z-18,2025-11-15,weekend_spike
bin,AMD-BIN-0107,AMD-Z-06,2025-11-15,collection_gap
bin,AMD-BIN-0072,AMD-Z-04,2025-11-15,collection_gap
bin,AMD-BIN-0511,AMD-Z-28,2025-11-15,collection_gap
bin,AMD-BIN-0076,AMD-Z-04,2025-11-15,illegal_dumping_spike
bin,AMD-BIN-0009,AMD-Z-01,2025-11-15,weekend_spike
bin,AMD-BIN-0150,AMD-Z-08,2025-11-15,illegal_dumping_spike
bin,AMD-BIN-0136,AMD-Z-07,2025-11-15,weekend_spike
bin,AMD-BIN-0275,AMD-Z-15,2025-11-15,repeated_overflow
bin,AMD-BIN-0594,AMD-Z-33,2025-11-15,composition_shift
bin,AMD-BIN-0368,AMD-Z-20,2025-11-15,weekend_spike
bin,AMD-BIN-0314,AMD-Z-17,2025-11-15,collection_gap
bin,AMD-BIN-0043,AMD-Z-02,2025-11-15,repeated_overflow
bin,AMD-BIN-0597,AMD-Z-33,2025-11-15,weekend_spike
bin,AMD-BIN-0353,AMD-Z-20,2025-11-15,collection_gap
bin,AMD-BIN-0025,AMD-Z-02,2025-11-16,composition_shift
bin,AMD-BIN-0203,AMD-Z-11,2025-11-16,weekend_spike
bin,AMD-BIN-0280,AMD-Z-15,2025-11-16,weekend_spike
bin,AMD-BIN-0031,AMD-Z-02,2025-11-16,collection_gap
bin,AMD-BIN-0107,AMD-Z-06,2025-11-16,collection_gap
bin,AMD-BIN-0072,AMD-Z-04,2025-11-16,collection_gap
bin,AMD-BIN-0511,AMD-Z-28,2025-11-16,collection_gap
bin,AMD-BIN-0009,AMD-Z-01,2025-11-16,weekend_spike
bin,AMD-BIN-0275,AMD-Z-15,2025-11-16,repeated_overflow
bin,AMD-BIN-0245,AMD-Z-13,2025-11-16,collection_gap
bin,AMD-BIN-0594,AMD-Z-33,2025-11-16,composition_shift
bin,AMD-BIN-0368,AMD-Z-20,2025-11-16,weekend_spike
bin,AMD-BIN-0314,AMD-Z-17,2025-11-16,collection_gap
bin,AMD-BIN-0178,AMD-Z-10,2025-11-16,composition_shift
bin,AMD-BIN-0408,AMD-Z-23,2025-11-16,illegal_dumping_spike
bin,AMD-BIN-0043,AMD-Z-02,2025-11-16,repeated_overflow
bin,AMD-BIN-0597,AMD-Z-33,2025-11-16,weekend_spike
bin,AMD-BIN-0270,AMD-Z-15,2025-11-16,composition_shift
bin,AMD-BIN-0025,AMD-Z-02,2025-11-17,composition_shift
bin,AMD-BIN-0326,AMD-Z-18,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0335,AMD-Z-19,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0031,AMD-Z-02,2025-11-17,collection_gap
bin,AMD-BIN-0141,AMD-Z-08,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0511,AMD-Z-28,2025-11-17,collection_gap
bin,AMD-BIN-0509,AMD-Z-28,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0566,AMD-Z-31,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0457,AMD-Z-26,2025-11-17,overnight_dumping
bin,AMD-BIN-0245,AMD-Z-13,2025-11-17,collection_gap
bin,AMD-BIN-0594,AMD-Z-33,2025-11-17,composition_shift
bin,AMD-BIN-0434,AMD-Z-24,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0408,AMD-Z-23,2025-11-17,illegal_dumping_spike
bin,AMD-BIN-0043,AMD-Z-02,2025-11-17,repeated_overflow
bin,AMD-BIN-0071,AMD-Z-04,2025-11-17,collection_gap
bin,AMD-BIN-0007,AMD-Z-01,2025-11-17,illegal_dumping_spike
zone,AMD-Z-32,AMD-Z-32,2025-11-17,zone_surge
bin,AMD-BIN-0369,AMD-Z-20,2025-11-18,repeated_overflow
bin,AMD-BIN-0335,AMD-Z-19,2025-11-18,illegal_dumping_spike
bin,AMD-BIN-0031,AMD-Z-02,2025-11-18,collection_gap
bin,AMD-BIN-0561,AMD-Z-31,2025-11-18,festival_overload
bin,AMD-BIN-0451,AMD-Z-25,2025-11-18,overnight_dumping
bin,AMD-BIN-0189,AMD-Z-10,2025-11-18,overnight_dumping
bin,AMD-BIN-0104,AMD-Z-05,2025-11-18,festival_overload
bin,AMD-BIN-0511,AMD-Z-28,2025-11-18,collection_gap
bin,AMD-BIN-0592,AMD-Z-33,2025-11-18,illegal_dumping_spike
bin,AMD-BIN-0509,AMD-Z-28,2025-11-18,illegal_dumping_spike
bin,AMD-BIN-0566,AMD-Z-31,2025-11-18,illegal_dumping_spike
bin,AMD-BIN-0245,AMD-Z-13,2025-11-18,collection_gap
bin,AMD-BIN-0133,AMD-Z-07,2025-11-18,illegal_dumping_spike
bin,AMD-BIN-0455,AMD-Z-26,2025-11-18,collection_gap
bin,AMD-BIN-0071,AMD-Z-04,2025-11-18,collection_gap
bin,AMD-BIN-0369,AMD-Z-20,2025-11-19,repeated_overflow
bin,AMD-BIN-0385,AMD-Z-21,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0001,AMD-Z-01,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0584,AMD-Z-32,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0335,AMD-Z-19,2025-11-19,repeated_overflow
bin,AMD-BIN-0529,AMD-Z-29,2025-11-19,composition_shift
bin,AMD-BIN-0451,AMD-Z-25,2025-11-19,overnight_dumping
bin,AMD-BIN-0537,AMD-Z-30,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0592,AMD-Z-33,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0284,AMD-Z-16,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0149,AMD-Z-08,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0304,AMD-Z-17,2025-11-19,collection_gap
bin,AMD-BIN-0133,AMD-Z-07,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0597,AMD-Z-33,2025-11-19,collection_gap
bin,AMD-BIN-0455,AMD-Z-26,2025-11-19,collection_gap
bin,AMD-BIN-0389,AMD-Z-22,2025-11-19,illegal_dumping_spike
bin,AMD-BIN-0369,AMD-Z-20,2025-11-20,repeated_overflow
bin,AMD-BIN-0441,AMD-Z-25,2025-11-20,repeated_overflow
bin,AMD-BIN-0514,AMD-Z-28,2025-11-20,overnight_dumping
bin,AMD-BIN-0385,AMD-Z-21,2025-11-20,illegal_dumping_spike
bin,AMD-BIN-0187,AMD-Z-10,2025-11-20,collection_gap
bin,AMD-BIN-0001,AMD-Z-01,2025-11-20,illegal_dumping_spike
bin,AMD-BIN-0166,AMD-Z-09,2025-11-20,repeated_overflow
bin,AMD-BIN-0335,AMD-Z-19,2025-11-20,repeated_overflow
bin,AMD-BIN-0529,AMD-Z-29,2025-11-20,composition_shift
bin,AMD-BIN-0134,AMD-Z-07,2025-11-20,repeated_overflow
bin,AMD-BIN-0215,AMD-Z-11,2025-11-20,illegal_dumping_spike
bin,AMD-BIN-0408,AMD-Z-23,2025-11-20,repeated_overflow
bin,AMD-BIN-0371,AMD-Z-21,2025-11-20,festival_overload
bin,AMD-BIN-0007,AMD-Z-01,2025-11-20,composition_shift
bin,AMD-BIN-0304,AMD-Z-17,2025-11-20,collection_gap
bin,AMD-BIN-0597,AMD-Z-33,2025-11-20,collection_gap
bin,AMD-BIN-0149,AMD-Z-08,2025-11-20,collection_gap
bin,AMD-BIN-0061,AMD-Z-03,2025-11-20,illegal_dumping_spike
bin,AMD-BIN-0455,AMD-Z-26,2025-11-20,collection_gap
bin,AMD-BIN-0389,AMD-Z-22,2025-11-20,illegal_dumping_spike
bin,AMD-BIN-0567,AMD-Z-31,2025-11-20,collection_gap
zone,AMD-Z-04,AMD-Z-04,2025-11-20,zone_surge
bin,AMD-BIN-0441,AMD-Z-25,2025-11-21,repeated_overflow
bin,AMD-BIN-0187,AMD-Z-10,2025-11-21,collection_gap
bin,AMD-BIN-0166,AMD-Z-09,2025-11-21,repeated_overflow
bin,AMD-BIN-0585,AMD-Z-33,2025-11-21,festival_overload
bin,AMD-BIN-0335,AMD-Z-19,2025-11-21,repeated_overflow
bin,AMD-BIN-0134,AMD-Z-07,2025-11-21,repeated_overflow
bin,AMD-BIN-0446,AMD-Z-25,2025-11-21,repeated_overflow
bin,AMD-BIN-0595,AMD-Z-33,2025-11-21,overnight_dumping
bin,AMD-BIN-0215,AMD-Z-11,2025-11-21,illegal_dumping_spike
bin,AMD-BIN-0408,AMD-Z-23,2025-11-21,repeated_overflow
bin,AMD-BIN-0371,AMD-Z-21,2025-11-21,festival_overload
bin,AMD-BIN-0007,AMD-Z-01,2025-11-21,composition_shift
bin,AMD-BIN-0510,AMD-Z-28,2025-11-21,overnight_dumping
bin,AMD-BIN-0418,AMD-Z-23,2025-11-21,repeated_overflow
bin,AMD-BIN-0304,AMD-Z-17,2025-11-21,collection_gap
bin,AMD-BIN-0597,AMD-Z-33,2025-11-21,collection_gap
bin,AMD-BIN-0149,AMD-Z-08,2025-11-21,collection_gap
bin,AMD-BIN-0061,AMD-Z-03,2025-11-21,illegal_dumping_spike
bin,AMD-BIN-0567,AMD-Z-31,2025-11-21,collection_gap
bin,AMD-BIN-0337,AMD-Z-19,2025-11-22,overnight_dumping
bin,AMD-BIN-0550,AMD-Z-30,2025-11-22,composition_shift
bin,AMD-BIN-0166,AMD-Z-09,2025-11-22,repeated_overflow
bin,AMD-BIN-0585,AMD-Z-33,2025-11-22,festival_overload
bin,AMD-BIN-0134,AMD-Z-07,2025-11-22,repeated_overflow
bin,AMD-BIN-0535,AMD-Z-30,2025-11-22,illegal_dumping_spike
bin,AMD-BIN-0446,AMD-Z-25,2025-11-22,repeated_overflow
bin,AMD-BIN-0027,AMD-Z-02,2025-11-22,collection_gap
bin,AMD-BIN-0237,AMD-Z-13,2025-11-22,weekend_spike
bin,AMD-BIN-0198,AMD-Z-11,2025-11-22,illegal_dumping_spike
bin,AMD-BIN-0408,AMD-Z-23,2025-11-22,repeated_overflow
bin,AMD-BIN-0498,AMD-Z-28,2025-11-22,composition_shift
bin,AMD-BIN-0566,AMD-Z-31,2025-11-22,collection_gap
bin,AMD-BIN-0437,AMD-Z-24,2025-11-22,collection_gap
bin,AMD-BIN-0126,AMD-Z-07,2025-11-22,composition_shift
bin,AMD-BIN-0418,AMD-Z-23,2025-11-22,repeated_overflow
bin,AMD-BIN-0304,AMD-Z-17,2025-11-22,collection_gap
bin,AMD-BIN-0239,AMD-Z-13,2025-11-22,weekend_spike
bin,AMD-BIN-0597,AMD-Z-33,2025-11-22,collection_gap
bin,AMD-BIN-0149,AMD-Z-08,2025-11-22,collection_gap
bin,AMD-BIN-0326,AMD-Z-18,2025-11-22,festival_overload
bin,AMD-BIN-0567,AMD-Z-31,2025-11-22,collection_gap
bin,AMD-BIN-0367,AMD-Z-20,2025-11-23,overnight_dumping
bin,AMD-BIN-0506,AMD-Z-28,2025-11-23,composition_shift
bin,AMD-BIN-0337,AMD-Z-19,2025-11-23,overnight_dumping
bin,AMD-BIN-0406,AMD-Z-22,2025-11-23,illegal_dumping_spike
bin,AMD-BIN-0446,AMD-Z-25,2025-11-23,repeated_overflow
bin,AMD-BIN-0027,AMD-Z-02,2025-11-23,collection_gap
bin,AMD-BIN-0141,AMD-Z-08,2025-11-23,overnight_dumping
bin,AMD-BIN-0198,AMD-Z-11,2025-11-23,illegal_dumping_spike
bin,AMD-BIN-0408,AMD-Z-23,2025-11-23,repeated_overflow
bin,AMD-BIN-0498,AMD-Z-28,2025-11-23,composition_shift
bin,AMD-BIN-0566,AMD-Z-31,2025-11-23,collection_gap
bin,AMD-BIN-0471,AMD-Z-26,2025-11-23,repeated_overflow
bin,AMD-BIN-0437,AMD-Z-24,2025-11-23,collection_gap
bin,AMD-BIN-0136,AMD-Z-07,2025-11-23,overnight_dumping
bin,AMD-BIN-0272,AMD-Z-15,2025-11-23,illegal_dumping_spike
bin,AMD-BIN-0126,AMD-Z-07,2025-11-23,composition_shift
bin,AMD-BIN-0041,AMD-Z-02,2025-11-23,illegal_dumping_spike
bin,AMD-BIN-0418,AMD-Z-23,2025-11-23,repeated_overflow
bin,AMD-BIN-0326,AMD-Z-18,2025-11-23,festival_overload
bin,AMD-BIN-0242,AMD-Z-13,2025-11-23,illegal_dumping_spike
bin,AMD-BIN-0542,AMD-Z-30,2025-11-24,overnight_dumping
bin,AMD-BIN-0008,AMD-Z-01,2025-11-24,collection_gap
bin,AMD-BIN-0406,AMD-Z-22,2025-11-24,illegal_dumping_spike
bin,AMD-BIN-0027,AMD-Z-02,2025-11-24,collection_gap
bin,AMD-BIN-0141,AMD-Z-08,2025-11-24,overnight_dumping
bin,AMD-BIN-0498,AMD-Z-28,2025-11-24,composition_shift
bin,AMD-BIN-0454,AMD-Z-25,2025-11-24,illegal_dumping_spike
bin,AMD-BIN-0219,AMD-Z-12,2025-11-24,repeated_overflow
bin,AMD-BIN-0471,AMD-Z-26,2025-11-24,repeated_overflow
bin,AMD-BIN-0089,AMD-Z-05,2025-11-24,overnight_dumping
bin,AMD-BIN-0517,AMD-Z-29,2025-11-24,collection_gap
bin,AMD-BIN-0126,AMD-Z-07,2025-11-24,composition_shift
bin,AMD-BIN-0418,AMD-Z-23,2025-11-24,repeated_overflow
bin,AMD-BIN-0045,AMD-Z-03,2025-11-24,festival_overload
bin,AMD-BIN-0303,AMD-Z-17,2025-11-25,overnight_dumping
bin,AMD-BIN-0163,AMD-Z-09,2025-11-25,composition_shift
bin,AMD-BIN-0542,AMD-Z-30,2025-11-25,overnight_dumping
bin,AMD-BIN-0008,AMD-Z-01,2025-11-25,collection_gap
bin,AMD-BIN-0390,AMD-Z-22,2025-11-25,collection_gap
bin,AMD-BIN-0112,AMD-Z-06,2025-11-25,repeated_overflow
bin,AMD-BIN-0167,AMD-Z-09,2025-11-25,illegal_dumping_spike
bin,AMD-BIN-0593,AMD-Z-33,2025-11-25,collection_gap
bin,AMD-BIN-0454,AMD-Z-25,2025-11-25,illegal_dumping_spike
bin,AMD-BIN-0219,AMD-Z-12,2025-11-25,repeated_overflow
bin,AMD-BIN-0185,AMD-Z-10,2025-11-25,illegal_dumping_spike
bin,AMD-BIN-0471,AMD-Z-26,2025-11-25,repeated_overflow
bin,AMD-BIN-0089,AMD-Z-05,2025-11-25,overnight_dumping
bin,AMD-BIN-0517,AMD-Z-29,2025-11-25,collection_gap
bin,AMD-BIN-0392,AMD-Z-22,2025-11-25,overnight_dumping
bin,AMD-BIN-0045,AMD-Z-03,2025-11-25,festival_overload
bin,AMD-BIN-0308,AMD-Z-17,2025-11-25,composition_shift
bin,AMD-BIN-0008,AMD-Z-01,2025-11-26,collection_gap
bin,AMD-BIN-0424,AMD-Z-24,2025-11-26,illegal_dumping_spike
bin,AMD-BIN-0390,AMD-Z-22,2025-11-26,collection_gap
bin,AMD-BIN-0112,AMD-Z-06,2025-11-26,repeated_overflow
bin,AMD-BIN-0593,AMD-Z-33,2025-11-26,collection_gap
bin,AMD-BIN-0185,AMD-Z-10,2025-11-26,illegal_dumping_spike
bin,AMD-BIN-0308,AMD-Z-17,2025-11-26,composition_shift
bin,AMD-BIN-0094,AMD-Z-05,2025-11-26,repeated_overflow
bin,AMD-BIN-0226,AMD-Z-12,2025-11-27,illegal_dumping_spike
bin,AMD-BIN-0542,AMD-Z-30,2025-11-27,festival_overload
bin,AMD-BIN-0022,AMD-Z-01,2025-11-27,composition_shift
bin,AMD-BIN-0424,AMD-Z-24,2025-11-27,illegal_dumping_spike
bin,AMD-BIN-0390,AMD-Z-22,2025-11-27,collection_gap
bin,AMD-BIN-0008,AMD-Z-01,2025-11-27,collection_gap
bin,AMD-BIN-0487,AMD-Z-27,2025-11-27,festival_overload
bin,AMD-BIN-0534,AMD-Z-30,2025-11-27,illegal_dumping_spike
bin,AMD-BIN-0593,AMD-Z-33,2025-11-27,collection_gap
bin,AMD-BIN-0581,AMD-Z-32,2025-11-27,festival_overload
bin,AMD-BIN-0181,AMD-Z-10,2025-11-27,illegal_dumping_spike
bin,AMD-BIN-0094,AMD-Z-05,2025-11-27,repeated_overflow
bin,AMD-BIN-0502,AMD-Z-28,2025-11-28,overnight_dumping
bin,AMD-BIN-0146,AMD-Z-08,2025-11-28,collection_gap
bin,AMD-BIN-0542,AMD-Z-30,2025-11-28,festival_overload
bin,AMD-BIN-0022,AMD-Z-01,2025-11-28,composition_shift
bin,AMD-BIN-0560,AMD-Z-31,2025-11-28,festival_overload
bin,AMD-BIN-0487,AMD-Z-27,2025-11-28,festival_overload
bin,AMD-BIN-0261,AMD-Z-14,2025-11-28,repeated_overflow
bin,AMD-BIN-0534,AMD-Z-30,2025-11-28,illegal_dumping_spike
bin,AMD-BIN-0593,AMD-Z-33,2025-11-28,collection_gap
bin,AMD-BIN-0327,AMD-Z-18,2025-11-28,collection_gap
bin,AMD-BIN-0222,AMD-Z-12,2025-11-28,illegal_dumping_spike
bin,AMD-BIN-0094,AMD-Z-05,2025-11-28,repeated_overflow
bin,AMD-BIN-0427,AMD-Z-24,2025-11-29,weekend_spike
bin,AMD-BIN-0146,AMD-Z-08,2025-11-29,collection_gap
bin,AMD-BIN-0332,AMD-Z-18,2025-11-29,illegal_dumping_spike
bin,AMD-BIN-0539,AMD-Z-30,2025-11-29,collection_gap
bin,AMD-BIN-0322,AMD-Z-18,2025-11-29,repeated_overflow
bin,AMD-BIN-0457,AMD-Z-26,2025-11-29,repeated_overflow
bin,AMD-BIN-0022,AMD-Z-01,2025-11-29,composition_shift
bin,AMD-BIN-0345,AMD-Z-19,2025-11-29,weekend_spike
bin,AMD-BIN-0170,AMD-Z-09,2025-11-29,collection_gap
bin,AMD-BIN-0295,AMD-Z-16,2025-11-29,composition_shift
bin,AMD-BIN-0434,AMD-Z-24,2025-11-29,weekend_spike
bin,AMD-BIN-0001,AMD-Z-01,2025-11-29,weekend_spike
bin,AMD-BIN-0600,AMD-Z-33,2025-11-29,weekend_spike
bin,AMD-BIN-0261,AMD-Z-14,2025-11-29,repeated_overflow
bin,AMD-BIN-0553,AMD-Z-31,2025-11-29,collection_gap
bin,AMD-BIN-0327,AMD-Z-18,2025-11-29,collection_gap
bin,AMD-BIN-0103,AMD-Z-05,2025-11-29,overnight_dumping
bin,AMD-BIN-0475,AMD-Z-27,2025-11-29,weekend_spike
bin,AMD-BIN-0075,AMD-Z-04,2025-11-29,illegal_dumping_spike
bin,AMD-BIN-0590,AMD-Z-33,2025-11-29,festival_overload
bin,AMD-BIN-0360,AMD-Z-20,2025-11-29,overnight_dumping
bin,AMD-BIN-0270,AMD-Z-15,2025-11-29,weekend_spike
bin,AMD-BIN-0094,AMD-Z-05,2025-11-29,repeated_overflow
bin,AMD-BIN-0146,AMD-Z-08,2025-11-30,collection_gap
bin,AMD-BIN-0539,AMD-Z-30,2025-11-30,collection_gap
bin,AMD-BIN-0151,AMD-Z-08,2025-11-30,illegal_dumping_spike
bin,AMD-BIN-0322,AMD-Z-18,2025-11-30,repeated_overflow
bin,AMD-BIN-0457,AMD-Z-26,2025-11-30,repeated_overflow
bin,AMD-BIN-0170,AMD-Z-09,2025-11-30,collection_gap
bin,AMD-BIN-0249,AMD-Z-13,2025-11-30,collection_gap
