bin_id,zone_id,zone_name,latitude,longitude,ward,bin_type,capacity_kg,capacity_liters,waste_stream,installation_date,collection_frequency,nearby_landmark,population_density,commercial_density,residential_density,market_area,sensitive_location,data_type
AMD-BIN-0137,AMD-Z-07,Bopal,23.034288,72.47403,Bopal Ward,Twin Bin Set,240,960,Dry,2024-02-07,daily,Bopal Cross Road,17113,41,86,0,0,synthetic
AMD-BIN-0138,AMD-Z-07,Bopal,23.028991,72.469481,Bopal Ward,Litter Bin,50,90,Organic,2020-04-23,twice_daily,Bopal Cross Road,16352,40,83,1,0,synthetic
AMD-BIN-0139,AMD-Z-07,Bopal,23.026584,72.470845,Bopal Ward,Litter Bin,150,600,Dry,2022-08-25,alternate_day,Bopal Gam Panchayat,16686,49,78,0,0,synthetic
AMD-BIN-0140,AMD-Z-07,Bopal,23.027657,72.466025,Bopal Ward,Twin Bin Set,150,380,Mixed,2025-01-12,daily,South Bopal Circle,18054,43,80,0,1,synthetic
AMD-BIN-0141,AMD-Z-08,Gota,23.099603,72.54237,Gota Ward,Community Bin,240,600,Mixed,2021-07-31,twice_daily,Gota Flyover,21865,44,92,0,0,synthetic
AMD-BIN-0142,AMD-Z-08,Gota,23.09872,72.547542,Gota Ward,Skip Container,500,910,Organic,2019-08-19,daily,Gota Bridge,18513,47,86,0,0,synthetic
AMD-BIN-0143,AMD-Z-08,Gota,23.099487,72.547451,Gota Ward,Twin Bin Set,500,1250,Mixed,2022-02-21,daily,Gota Cross Road,24965,49,85,0,0,synthetic
AMD-BIN-0144,AMD-Z-08,Gota,23.104708,72.548258,Gota Ward,Skip Container,240,600,Mixed,2023-07-01,daily,Gota Bridge,21745,49,84,0,0,synthetic
AMD-BIN-0145,AMD-Z-08,Gota,23.105757,72.545601,Gota Ward,Community Bin,500,1250,Mixed,2021-03-14,daily,Vandemataram Circle,20243,42,75,0,0,synthetic
AMD-BIN-0146,AMD-Z-08,Gota,23.098093,72.549019,Gota Ward,Twin Bin Set,150,270,Organic,2019-05-05,alternate_day,Chandlodia Road Junction,19212,47,82,0,0,synthetic
AMD-BIN-0147,AMD-Z-08,Gota,23.097372,72.544779,Gota Ward,Skip Container,500,2000,Dry,2022-05-01,twice_daily,Gota Flyover,21511,45,89,0,0,synthetic
AMD-BIN-0148,AMD-Z-08,Gota,23.100905,72.539471,Gota Ward,Twin Bin Set,240,440,Organic,2024-11-18,daily,Gota Flyover,18841,37,89,0,0,synthetic
AMD-BIN-0149,AMD-Z-08,Gota,23.10246,72.542095,Gota Ward,Litter Bin,100,400,Dry,2022-10-29,alternate_day,Gota Flyover,22164,51,93,0,1,synthetic
AMD-BIN-0150,AMD-Z-08,Gota,23.104587,72.540522,Gota Ward,Litter Bin,100,180,Organic,2024-01-23,daily,Gota Cross Road,17328,50,75,0,0,synthetic
AMD-BIN-0151,AMD-Z-08,Gota,23.103895,72.54374,Gota Ward,Community Bin,50,200,Dry,2023-11-26,alternate_day,Chandlodia Road Junction,18168,51,69,0,0,synthetic
AMD-BIN-0152,AMD-Z-08,Gota,23.096666,72.545049,Gota Ward,Twin Bin Set,50,120,Mixed,2019-11-13,daily,Gota Flyover,20007,32,90,0,0,synthetic
AMD-BIN-0153,AMD-Z-08,Gota,23.10112,72.538595,Gota Ward,Twin Bin Set,240,600,Mixed,2020-03-20,twice_daily,Gota Flyover,22194,46,77,0,0,synthetic
AMD-BIN-0154,AMD-Z-08,Gota,23.102152,72.544153,Gota Ward,Twin Bin Set,150,600,Dry,2019-09-15,alternate_day,Vandemataram Circle,17882,39,79,0,0,synthetic
AMD-BIN-0155,AMD-Z-08,Gota,23.101395,72.543241,Gota Ward,Litter Bin,100,290,Commercial,2022-02-23,daily,Gota Flyover,21376,50,82,0,0,synthetic
AMD-BIN-0156,AMD-Z-08,Gota,23.097397,72.538365,Gota Ward,Skip Container,240,440,Organic,2020-10-09,daily,Gota Cross Road,17867,45,90,0,0,synthetic
AMD-BIN-0157,AMD-Z-08,Gota,23.10004,72.546469,Gota Ward,Litter Bin,150,270,Organic,2021-10-18,alternate_day,Chandlodia Road Junction,18509,53,82,0,0,synthetic
AMD-BIN-0158,AMD-Z-09,Chandkheda,23.111048,72.588534,Chandkheda Ward,Community Bin,500,1250,Mixed,2025-05-27,daily,Chandkheda Lake,24302,44,91,0,0,synthetic
AMD-BIN-0159,AMD-Z-09,Chandkheda,23.111843,72.579518,Chandkheda Ward,Community Bin,240,600,Mixed,2025-07-27,daily,Chandkheda Gam Chowk,24151,41,91,0,0,synthetic
AMD-BIN-0160,AMD-Z-09,Chandkheda,23.108868,72.576489,Chandkheda Ward,Twin Bin Set,150,600,Dry,2020-11-06,alternate_day,Chandkheda Lake,23575,49,81,0,0,synthetic
AMD-BIN-0161,AMD-Z-09,Chandkheda,23.109202,72.579303,Chandkheda Ward,Litter Bin,150,380,Mixed,2019-08-03,alternate_day,Chandkheda Lake,27263,42,84,1,0,synthetic
AMD-BIN-0162,AMD-Z-09,Chandkheda,23.113288,72.578837,Chandkheda Ward,Skip Container,500,1250,Mixed,2020-04-22,daily,Vishwakarma Circle,21985,51,91,0,0,synthetic
AMD-BIN-0163,AMD-Z-09,Chandkheda,23.107697,72.57998,Chandkheda Ward,Community Bin,150,270,Organic,2023-02-23,daily,IOC Road Crossing,20215,50,86,0,1,synthetic
AMD-BIN-0164,AMD-Z-09,Chandkheda,23.108612,72.579713,Chandkheda Ward,Community Bin,150,380,Mixed,2025-01-28,daily,Vishwakarma Circle,23654,45,97,0,0,synthetic
AMD-BIN-0165,AMD-Z-09,Chandkheda,23.112127,72.582606,Chandkheda Ward,Litter Bin,50,90,Organic,2025-07-19,alternate_day,Vishwakarma Circle,26016,40,92,0,0,synthetic
AMD-BIN-0166,AMD-Z-09,Chandkheda,23.113817,72.580154,Chandkheda Ward,Twin Bin Set,150,680,Recyclable,2020-03-24,alternate_day,Chandkheda Lake,21247,37,87,0,0,synthetic
AMD-BIN-0167,AMD-Z-09,Chandkheda,23.105352,72.579756,Chandkheda Ward,Community Bin,150,600,Dry,2021-08-12,daily,Chandkheda Gam Chowk,17348,41,83,0,0,synthetic
AMD-BIN-0168,AMD-Z-09,Chandkheda,23.109896,72.576487,Chandkheda Ward,Twin Bin Set,150,270,Organic,2021-11-15,alternate_day,Vishwakarma Circle,27720,38,88,0,0,synthetic
AMD-BIN-0169,AMD-Z-09,Chandkheda,23.108517,72.580165,Chandkheda Ward,Skip Container,240,960,Dry,2020-10-26,twice_daily,IOC Road Crossing,25211,39,81,0,0,synthetic
AMD-BIN-0170,AMD-Z-09,Chandkheda,23.111705,72.589599,Chandkheda Ward,Community Bin,500,1250,Mixed,2024-07-31,daily,Chandkheda Gam Chowk,22360,54,93,1,0,synthetic
AMD-BIN-0171,AMD-Z-09,Chandkheda,23.108904,72.586064,Chandkheda Ward,Litter Bin,100,180,Organic,2024-09-11,daily,IOC Road Crossing,21530,57,83,1,0,synthetic
AMD-BIN-0172,AMD-Z-09,Chandkheda,23.111616,72.579109,Chandkheda Ward,Twin Bin Set,150,270,Organic,2024-09-16,daily,Vishwakarma Circle,21407,57,100,0,0,synthetic
AMD-BIN-0173,AMD-Z-09,Chandkheda,23.111661,72.586303,Chandkheda Ward,Twin Bin Set,100,180,Organic,2019-03-14,alternate_day,Vishwakarma Circle,25407,55,91,0,0,synthetic
AMD-BIN-0174,AMD-Z-09,Chandkheda,23.113047,72.585596,Chandkheda Ward,Community Bin,240,1090,Recyclable,2025-04-06,daily,Vishwakarma Circle,18570,42,91,0,0,synthetic
AMD-BIN-0175,AMD-Z-09,Chandkheda,23.114212,72.582056,Chandkheda Ward,Twin Bin Set,240,960,Dry,2021-02-03,daily,Chandkheda Gam Chowk,19199,48,80,0,0,synthetic
AMD-BIN-0176,AMD-Z-10,Motera,23.105787,72.593227,Motera Ward,Underground Bin,240,440,Organic,2025-07-04,alternate_day,Sabarmati Riverfront North,18794,44,85,0,0,synthetic
AMD-BIN-0177,AMD-Z-10,Motera,23.098299,72.589952,Motera Ward,Community Bin,150,380,Mixed,2023-09-24,alternate_day,Koteshwar Road,19262,56,81,1,1,synthetic
AMD-BIN-0178,AMD-Z-10,Motera,23.100374,72.584022,Motera Ward,Community Bin,240,440,Organic,2024-12-14,daily,Motera Gam Chowk,19123,50,69,0,0,synthetic
AMD-BIN-0179,AMD-Z-10,Motera,23.100325,72.585939,Motera Ward,Community Bin,100,250,Mixed,2024-02-28,alternate_day,Koteshwar Road,22971,61,81,0,0,synthetic
AMD-BIN-0180,AMD-Z-10,Motera,23.099036,72.5912,Motera Ward,Litter Bin,150,270,Organic,2022-07-24,daily,Sabarmati Riverfront North,22577,50,79,0,0,synthetic
AMD-BIN-0181,AMD-Z-10,Motera,23.102916,72.591866,Motera Ward,Twin Bin Set,50,200,Dry,2025-07-25,daily,Sabarmati Riverfront North,21992,51,70,0,0,synthetic
AMD-BIN-0182,AMD-Z-10,Motera,23.098647,72.589004,Motera Ward,Skip Container,240,1090,Recyclable,2025-06-25,daily,Motera Gam Chowk,20392,64,82,0,0,synthetic
AMD-BIN-0183,AMD-Z-10,Motera,23.099201,72.589627,Motera Ward,Community Bin,500,2000,Dry,2025-03-22,alternate_day,Motera Stadium Gate 3,23613,68,74,0,0,synthetic
AMD-BIN-0184,AMD-Z-10,Motera,23.097292,72.592276,Motera Ward,Underground Bin,500,1250,Mixed,2020-12-18,daily,Koteshwar Road,20376,49,82,0,1,synthetic
AMD-BIN-0185,AMD-Z-10,Motera,23.104009,72.592332,Motera Ward,Twin Bin Set,500,2000,Dry,2021-11-15,daily,Koteshwar Road,23535,60,80,0,0,synthetic
AMD-BIN-0186,AMD-Z-10,Motera,23.098798,72.589341,Motera Ward,Twin Bin Set,50,90,Organic,2019-03-04,alternate_day,Motera Stadium Gate 3,15817,56,85,0,0,synthetic
AMD-BIN-0187,AMD-Z-10,Motera,23.099657,72.592981,Motera Ward,Underground Bin,240,600,Mixed,2020-07-24,alternate_day,Koteshwar Road,23457,50,81,0,1,synthetic
AMD-BIN-0188,AMD-Z-10,Motera,23.102308,72.587906,Motera Ward,Community Bin,150,270,Organic,2020-08-02,twice_daily,Motera Gam Chowk,20073,49,91,0,0,synthetic
AMD-BIN-0189,AMD-Z-10,Motera,23.100735,72.585868,Motera Ward,Litter Bin,150,270,Organic,2024-10-12,daily,Visat Circle,27518,48,83,0,0,synthetic
AMD-BIN-0190,AMD-Z-10,Motera,23.102824,72.590288,Motera Ward,Twin Bin Set,50,90,Organic,2023-06-01,daily,Visat Circle,21320,49,77,0,0,synthetic
AMD-BIN-0191,AMD-Z-10,Motera,23.102425,72.58527,Motera Ward,Community Bin,500,1250,Mixed,2023-07-20,daily,Sabarmati Riverfront North,19048,56,70,0,0,synthetic
AMD-BIN-0192,AMD-Z-10,Motera,23.099118,72.592847,Motera Ward,Twin Bin Set,50,120,Mixed,2024-07-20,daily,Koteshwar Road,20969,54,76,0,0,synthetic
AMD-BIN-0193,AMD-Z-11,Maninagar,22.994648,72.598174,Maninagar Ward,Skip Container,500,1250,Mixed,2020-02-28,twice_daily,Krishnabaug Circle,36057,81,80,1,1,synthetic
AMD-BIN-0194,AMD-Z-11,Maninagar,22.993059,72.598366,Maninagar Ward,Community Bin,500,910,Organic,2019-11-04,daily,Krishnabaug Circle,36070,75,66,1,0,synthetic
AMD-BIN-0195,AMD-Z-11,Maninagar,22.997462,72.601164,Maninagar Ward,Skip Container,1000,4000,Dry,2024-05-30,daily,Kankaria Lake West Gate,31950,84,82,1,0,synthetic
AMD-BIN-0196,AMD-Z-11,Maninagar,22.998685,72.598546,Maninagar Ward,Skip Container,1000,1820,Organic,2022-06-08,daily,Maninagar Railway Station,36828,78,71,1,0,synthetic
AMD-BIN-0197,AMD-Z-11,Maninagar,22.998355,72.604328,Maninagar Ward,Twin Bin Set,150,430,Commercial,2021-07-16,twice_daily,Krishnabaug Circle,36107,81,83,1,0,synthetic
AMD-BIN-0198,AMD-Z-11,Maninagar,22.995443,72.601868,Maninagar Ward,Community Bin,500,910,Organic,2022-01-02,twice_daily,Kankaria Lake West Gate,36164,85,64,1,0,synthetic
AMD-BIN-0199,AMD-Z-11,Maninagar,22.993191,72.602574,Maninagar Ward,Skip Container,1000,1820,Organic,2022-08-03,twice_daily,Krishnabaug Circle,36075,76,66,1,0,synthetic
AMD-BIN-0200,AMD-Z-11,Maninagar,22.997016,72.608194,Maninagar Ward,Compactor Bin,660,1650,Mixed,2023-10-17,daily,Rambaug Road,36601,76,70,1,0,synthetic
AMD-BIN-0201,AMD-Z-11,Maninagar,22.992066,72.602319,Maninagar Ward,Twin Bin Set,240,600,Mixed,2023-02-02,daily,Maninagar Railway Station,38068,78,76,1,1,synthetic
AMD-BIN-0202,AMD-Z-11,Maninagar,22.993006,72.601392,Maninagar Ward,Skip Container,1000,1820,Organic,2025-03-18,daily,Maninagar Railway Station,32798,90,71,1,0,synthetic
AMD-BIN-0203,AMD-Z-11,Maninagar,22.997467,72.604958,Maninagar Ward,Skip Container,1000,2860,Commercial,2022-02-12,twice_daily,Maninagar Railway Station,35321,87,76,1,0,synthetic
AMD-BIN-0204,AMD-Z-11,Maninagar,22.989467,72.603818,Maninagar Ward,Compactor Bin,660,1650,Mixed,2019-07-14,daily,Maninagar Railway Station,36487,98,71,1,0,synthetic
AMD-BIN-0205,AMD-Z-11,Maninagar,23.000509,72.605366,Maninagar Ward,Community Bin,500,910,Organic,2020-09-13,twice_daily,Maninagar Railway Station,36513,72,70,1,0,synthetic
AMD-BIN-0206,AMD-Z-11,Maninagar,22.997545,72.608843,Maninagar Ward,Skip Container,500,2000,Dry,2022-05-16,twice_daily,Maninagar Railway Station,40723,71,77,1,0,synthetic
AMD-BIN-0207,AMD-Z-11,Maninagar,22.997605,72.604488,Maninagar Ward,Skip Container,500,910,Organic,2022-01-21,daily,Maninagar Market Gate,32126,89,72,1,1,synthetic
AMD-BIN-0208,AMD-Z-11,Maninagar,22.998207,72.600754,Maninagar Ward,Underground Bin,500,1250,Mixed,2023-03-31,daily,Kankaria Lake West Gate,33026,79,76,1,0,synthetic
AMD-BIN-0209,AMD-Z-11,Maninagar,22.997714,72.599706,Maninagar Ward,Underground Bin,500,910,Organic,2019-04-27,daily,Krishnabaug Circle,36158,81,72,1,0,synthetic
AMD-BIN-0210,AMD-Z-11,Maninagar,22.992954,72.595301,Maninagar Ward,Underground Bin,240,440,Organic,2022-09-28,daily,Kankaria Lake West Gate,37780,78,72,1,1,synthetic
AMD-BIN-0211,AMD-Z-11,Maninagar,22.995806,72.605016,Maninagar Ward,Litter Bin,150,270,Organic,2024-10-23,twice_daily,Maninagar Market Gate,36127,85,75,1,0,synthetic
AMD-BIN-0212,AMD-Z-11,Maninagar,22.998323,72.605006,Maninagar Ward,Underground Bin,500,1430,Commercial,2020-02-16,daily,Maninagar Market Gate,35317,85,65,1,0,synthetic
AMD-BIN-0213,AMD-Z-11,Maninagar,22.991944,72.599001,Maninagar Ward,Skip Container,1000,2500,Mixed,2025-04-25,daily,Maninagar Market Gate,37232,81,62,1,0,synthetic
AMD-BIN-0214,AMD-Z-11,Maninagar,22.997043,72.604873,Maninagar Ward,Twin Bin Set,150,430,Commercial,2020-09-29,twice_daily,Maninagar Market Gate,31870,80,77,1,0,synthetic
AMD-BIN-0215,AMD-Z-11,Maninagar,22.995267,72.602918,Maninagar Ward,Skip Container,660,1650,Mixed,2022-12-29,twice_daily,Rambaug Road,33814,80,69,1,0,synthetic
AMD-BIN-0216,AMD-Z-12,Paldi,23.016175,72.565537,Paldi Ward,Litter Bin,50,120,Mixed,2021-05-19,twice_daily,Bhatta Circle,26181,68,92,0,0,synthetic
AMD-BIN-0217,AMD-Z-12,Paldi,23.010469,72.565224,Paldi Ward,Twin Bin Set,150,270,Organic,2020-10-02,twice_daily,Paldi Bus Depot,26342,54,77,0,0,synthetic
AMD-BIN-0218,AMD-Z-12,Paldi,23.017245,72.558306,Paldi Ward,Community Bin,500,2000,Dry,2023-11-24,daily,Sanskar Kendra,26053,55,77,0,0,synthetic
AMD-BIN-0219,AMD-Z-12,Paldi,23.013429,72.554639,Paldi Ward,Litter Bin,100,250,Mixed,2020-10-22,alternate_day,Paldi Char Rasta,25634,64,85,0,0,synthetic
AMD-BIN-0220,AMD-Z-12,Paldi,23.010612,72.561466,Paldi Ward,Community Bin,500,2000,Dry,2024-07-05,alternate_day,Paldi Bus Depot,26419,66,82,0,0,synthetic
AMD-BIN-0221,AMD-Z-12,Paldi,23.012825,72.560778,Paldi Ward,Skip Container,500,1250,Mixed,2022-03-03,daily,Gujarat Vidyapith Road,24762,48,81,0,0,synthetic
AMD-BIN-0222,AMD-Z-12,Paldi,23.01474,72.563978,Paldi Ward,Twin Bin Set,50,200,Dry,2024-01-27,alternate_day,Paldi Bus Depot,29775,48,88,0,0,synthetic
AMD-BIN-0223,AMD-Z-12,Paldi,23.003669,72.563493,Paldi Ward,Twin Bin Set,240,440,Organic,2023-05-13,alternate_day,Sanskar Kendra,26608,57,85,0,0,synthetic
AMD-BIN-0224,AMD-Z-12,Paldi,23.011065,72.561107,Paldi Ward,Twin Bin Set,500,1250,Mixed,2022-08-03,daily,Paldi Char Rasta,26257,54,82,0,0,synthetic
AMD-BIN-0225,AMD-Z-12,Paldi,23.005852,72.566884,Paldi Ward,Litter Bin,150,270,Organic,2020-04-15,alternate_day,Paldi Bus Depot,24466,66,81,0,0,synthetic
AMD-BIN-0226,AMD-Z-12,Paldi,23.015856,72.565112,Paldi Ward,Community Bin,240,960,Dry,2020-06-12,daily,Paldi Char Rasta,27792,52,83,0,1,synthetic
AMD-BIN-0227,AMD-Z-12,Paldi,23.015544,72.563227,Paldi Ward,Community Bin,100,180,Organic,2023-02-21,daily,Gujarat Vidyapith Road,26967,48,88,0,0,synthetic
AMD-BIN-0228,AMD-Z-12,Paldi,23.014045,72.562108,Paldi Ward,Litter Bin,150,270,Organic,2020-06-23,daily,Paldi Char Rasta,24738,54,83,0,0,synthetic
AMD-BIN-0229,AMD-Z-12,Paldi,23.012231,72.562233,Paldi Ward,Community Bin,150,380,Mixed,2020-10-22,daily,Paldi Bus Depot,26961,47,81,0,0,synthetic
AMD-BIN-0230,AMD-Z-12,Paldi,23.009036,72.564542,Paldi Ward,Community Bin,500,910,Organic,2019-03-28,alternate_day,Gujarat Vidyapith Road,30259,55,85,0,0,synthetic
AMD-BIN-0231,AMD-Z-12,Paldi,23.011197,72.565011,Paldi Ward,Twin Bin Set,150,600,Dry,2022-05-08,alternate_day,Bhatta Circle,22708,62,78,0,0,synthetic
AMD-BIN-0232,AMD-Z-12,Paldi,23.01423,72.560453,Paldi Ward,Community Bin,150,380,Mixed,2019-01-26,daily,Paldi Bus Depot,28525,45,82,0,0,synthetic
AMD-BIN-0233,AMD-Z-13,Vasna,22.997082,72.553512,Vasna Ward,Community Bin,50,120,Mixed,2025-05-26,twice_daily,Vasna Bus Stand,25891,49,100,0,0,synthetic
AMD-BIN-0234,AMD-Z-13,Vasna,23.002499,72.553497,Vasna Ward,Twin Bin Set,50,200,Dry,2022-07-11,alternate_day,Vasna Bus Stand,26578,44,86,0,0,synthetic
AMD-BIN-0235,AMD-Z-13,Vasna,22.998829,72.549694,Vasna Ward,Community Bin,500,2000,Dry,2022-04-06,daily,Pushpakunj Circle,30828,41,100,0,1,synthetic
AMD-BIN-0236,AMD-Z-13,Vasna,22.99897,72.554324,Vasna Ward,Community Bin,500,1250,Mixed,2020-01-07,daily,Vasna Bus Stand,27140,56,92,0,0,synthetic
AMD-BIN-0237,AMD-Z-13,Vasna,22.996327,72.554281,Vasna Ward,Community Bin,100,250,Mixed,2021-09-14,alternate_day,Shreyas Crossing,25455,54,87,0,0,synthetic
AMD-BIN-0238,AMD-Z-13,Vasna,23.001064,72.550631,Vasna Ward,Twin Bin Set,150,380,Mixed,2023-12-31,daily,Shreyas Crossing,30607,44,82,1,0,synthetic
AMD-BIN-0239,AMD-Z-13,Vasna,23.000986,72.55621,Vasna Ward,Community Bin,100,250,Mixed,2023-04-19,daily,Shreyas Crossing,32197,56,77,0,0,synthetic
AMD-BIN-0240,AMD-Z-13,Vasna,23.002243,72.551506,Vasna Ward,Litter Bin,100,180,Organic,2022-02-13,daily,Shreyas Crossing,31341,39,85,0,0,synthetic
AMD-BIN-0241,AMD-Z-13,Vasna,23.002163,72.544785,Vasna Ward,Skip Container,500,1250,Mixed,2023-03-19,twice_daily,Vasna Barrage Road,27728,45,99,0,0,synthetic
AMD-BIN-0242,AMD-Z-13,Vasna,22.992,72.553897,Vasna Ward,Twin Bin Set,150,380,Mixed,2020-10-18,daily,Pushpakunj Circle,30561,41,84,0,0,synthetic
AMD-BIN-0243,AMD-Z-13,Vasna,22.994489,72.543744,Vasna Ward,Litter Bin,150,600,Dry,2020-12-23,daily,Vasna Bus Stand,27050,46,83,0,0,synthetic
AMD-BIN-0244,AMD-Z-13,Vasna,22.999187,72.544974,Vasna Ward,Litter Bin,150,270,Organic,2020-10-21,alternate_day,Shreyas Crossing,32564,43,86,0,0,synthetic
AMD-BIN-0245,AMD-Z-13,Vasna,23.000543,72.55149,Vasna Ward,Litter Bin,100,450,Recyclable,2024-11-19,alternate_day,Vasna Bus Stand,30336,55,81,1,0,synthetic
AMD-BIN-0246,AMD-Z-13,Vasna,22.998927,72.547433,Vasna Ward,Twin Bin Set,150,380,Mixed,2019-03-07,twice_daily,Vasna Gam Chowk,29665,37,89,0,0,synthetic
AMD-BIN-0247,AMD-Z-13,Vasna,22.998721,72.558032,Vasna Ward,Litter Bin,100,180,Organic,2022-04-23,daily,Vasna Bus Stand,31586,46,97,0,0,synthetic
AMD-BIN-0248,AMD-Z-13,Vasna,22.994579,72.552329,Vasna Ward,Twin Bin Set,150,380,Mixed,2024-12-12,daily,Vasna Bus Stand,28217,43,93,0,0,synthetic
AMD-BIN-0249,AMD-Z-13,Vasna,23.002697,72.54955,Vasna Ward,Skip Container,500,2000,Dry,2020-12-10,daily,Pushpakunj Circle,28716,53,95,0,0,synthetic
AMD-BIN-0250,AMD-Z-14,Shahibaug,23.062867,72.588743,Shahibaug Ward,Underground Bin,240,600,Mixed,2021-05-16,daily,Shahibaug Circle,30643,63,76,0,0,synthetic
AMD-BIN-0251,AMD-Z-14,Shahibaug,23.056719,72.590879,Shahibaug Ward,Twin Bin Set,500,1430,Commercial,2023-08-12,daily,Airport Road Junction,21792,68,78,0,0,synthetic
AMD-BIN-0252,AMD-Z-14,Shahibaug,23.053967,72.591789,Shahibaug Ward,Skip Container,500,2270,Recyclable,2021-05-03,daily,Shahibaug Circle,26501,60,87,1,0,synthetic
AMD-BIN-0253,AMD-Z-14,Shahibaug,23.054959,72.596499,Shahibaug Ward,Twin Bin Set,150,600,Dry,2019-03-17,alternate_day,Camp Hanuman Road,29951,65,68,0,0,synthetic
AMD-BIN-0254,AMD-Z-14,Shahibaug,23.062156,72.591836,Shahibaug Ward,Compactor Bin,660,3000,Recyclable,2024-12-29,twice_daily,Shahibaug Circle,26065,60,67,1,0,synthetic
AMD-BIN-0255,AMD-Z-14,Shahibaug,23.055938,72.593559,Shahibaug Ward,Community Bin,500,1250,Mixed,2022-04-07,daily,Airport Road Junction,25401,72,74,0,0,synthetic
AMD-BIN-0256,AMD-Z-14,Shahibaug,23.054556,72.590745,Shahibaug Ward,Twin Bin Set,150,600,Dry,2021-03-07,twice_daily,Delhi Darwaja,24513,66,78,0,0,synthetic
AMD-BIN-0257,AMD-Z-14,Shahibaug,23.055391,72.596473,Shahibaug Ward,Twin Bin Set,500,1250,Mixed,2019-04-28,daily,Delhi Darwaja,25763,48,89,0,1,synthetic
AMD-BIN-0258,AMD-Z-14,Shahibaug,23.05746,72.58702,Shahibaug Ward,Underground Bin,500,2000,Dry,2025-05-05,daily,Shahibaug Circle,25104,66,85,0,1,synthetic
AMD-BIN-0259,AMD-Z-14,Shahibaug,23.056936,72.596967,Shahibaug Ward,Skip Container,500,1250,Mixed,2020-10-20,daily,Camp Hanuman Road,28878,59,76,0,0,synthetic
AMD-BIN-0260,AMD-Z-14,Shahibaug,23.052378,72.592484,Shahibaug Ward,Community Bin,500,1250,Mixed,2020-11-30,daily,Airport Road Junction,25225,64,65,0,0,synthetic
AMD-BIN-0261,AMD-Z-14,Shahibaug,23.054297,72.595351,Shahibaug Ward,Community Bin,500,1430,Commercial,2021-09-20,twice_daily,Camp Hanuman Road,27467,61,67,0,0,synthetic
AMD-BIN-0262,AMD-Z-14,Shahibaug,23.061627,72.593475,Shahibaug Ward,Skip Container,660,1200,Organic,2022-10-22,daily,Airport Road Junction,27417,58,77,0,0,synthetic
AMD-BIN-0263,AMD-Z-14,Shahibaug,23.059072,72.59166,Shahibaug Ward,Skip Container,500,2000,Dry,2021-03-02,daily,Shahibaug Circle,26144,63,83,0,0,synthetic
AMD-BIN-0264,AMD-Z-14,Shahibaug,23.051607,72.591265,Shahibaug Ward,Skip Container,500,2270,Recyclable,2023-04-24,daily,Delhi Darwaja,28538,65,73,0,0,synthetic
AMD-BIN-0265,AMD-Z-14,Shahibaug,23.055399,72.591325,Shahibaug Ward,Community Bin,1000,1820,Organic,2021-04-02,twice_daily,Delhi Darwaja,26843,69,90,0,0,synthetic
AMD-BIN-0266,AMD-Z-15,Naranpura,23.051817,72.560424,Naranpura Ward,Community Bin,150,270,Organic,2019-06-10,daily,Naranpura Telephone Exchange,31235,56,82,0,0,synthetic
AMD-BIN-0267,AMD-Z-15,Naranpura,23.061886,72.559174,Naranpura Ward,Litter Bin,50,120,Mixed,2020-08-04,alternate_day,Vijay Cross Road,31745,58,79,0,0,synthetic
AMD-BIN-0268,AMD-Z-15,Naranpura,23.053661,72.558524,Naranpura Ward,Twin Bin Set,100,180,Organic,2024-03-06,twice_daily,Naranpura Telephone Exchange,29459,67,83,0,0,synthetic
AMD-BIN-0269,AMD-Z-15,Naranpura,23.055472,72.56022,Naranpura Ward,Community Bin,50,140,Commercial,2021-07-03,alternate_day,Naranpura Cross Road,28075,53,80,0,1,synthetic
AMD-BIN-0270,AMD-Z-15,Naranpura,23.052201,72.55907,Naranpura Ward,Community Bin,150,380,Mixed,2023-07-15,daily,Naranpura Cross Road,30749,60,87,0,0,synthetic
AMD-BIN-0271,AMD-Z-15,Naranpura,23.056297,72.559034,Naranpura Ward,Underground Bin,240,440,Organic,2024-11-15,daily,Naranpura Cross Road,28067,60,88,0,0,synthetic
AMD-BIN-0272,AMD-Z-15,Naranpura,23.059904,72.55113,Naranpura Ward,Underground Bin,240,440,Organic,2022-01-17,twice_daily,Vijay Cross Road,31019,62,82,0,0,synthetic
AMD-BIN-0273,AMD-Z-15,Naranpura,23.056141,72.550931,Naranpura Ward,Litter Bin,100,400,Dry,2020-09-29,daily,Naranpura Telephone Exchange,30341,61,94,0,0,synthetic
AMD-BIN-0274,AMD-Z-15,Naranpura,23.055686,72.557166,Naranpura Ward,Community Bin,100,250,Mixed,2022-12-21,daily,Akhbar Nagar Circle,31650,54,86,0,0,synthetic
AMD-BIN-0275,AMD-Z-15,Naranpura,23.052278,72.555117,Naranpura Ward,Litter Bin,50,120,Mixed,2019-07-19,daily,Vijay Cross Road,29695,66,90,0,0,synthetic
AMD-BIN-0276,AMD-Z-15,Naranpura,23.059819,72.556905,Naranpura Ward,Litter Bin,50,120,Mixed,2022-05-16,daily,Naranpura Garden,27388,49,85,0,1,synthetic
AMD-BIN-0277,AMD-Z-15,Naranpura,23.055148,72.558573,Naranpura Ward,Twin Bin Set,150,380,Mixed,2025-05-25,alternate_day,Naranpura Cross Road,25621,54,91,0,0,synthetic
